refined_capture_group_id,filepath,filename,class,split,date_token,image_number,prior_capture_sequence_id,group_size,supporting_categories,max_incident_phash,max_incident_mae,supporting_pair_ids,review_status
capture_review_20b2db4b31e2,dataset/train/Citrus pest/2025_12_20_IMG (397).JPG,2025_12_20_IMG (397).JPG,Citrus pest,train,2025-12-20,397,sequence_0071,3,C,4,0.0190078634768724,pair_80daaaf0ce672592525e|pair_969a734f4d9d618e5351,candidate capture sequence requiring human verification
capture_review_20b2db4b31e2,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,2025_12_20_IMG (398).JPG,Citrus pest,val,2025-12-20,398,sequence_0071,3,C,4,0.0111982347443699,pair_80daaaf0ce672592525e,candidate capture sequence requiring human verification
capture_review_ce08636ef15c,dataset/train/Greening/2025_12_21_IMG (13).JPG,2025_12_21_IMG (13).JPG,Greening,train,2025-12-21,13,sequence_0261,3,C,2,0.0262698512524366,pair_ce0a1515010d19fa95d0|pair_f2fc831a55e7c134bd2a,candidate capture sequence requiring human verification
capture_review_ce08636ef15c,dataset/train/Greening/2025_12_21_IMG (14).JPG,2025_12_21_IMG (14).JPG,Greening,train,2025-12-21,14,sequence_0261,3,C,2,0.0108056962490081,pair_f2fc831a55e7c134bd2a,candidate capture sequence requiring human verification
capture_review_ce08636ef15c,dataset/val/Greening/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,Greening,val,2025-12-21,12,sequence_0261,3,C,0,0.0262698512524366,pair_ce0a1515010d19fa95d0,candidate capture sequence requiring human verification
capture_review_fb287fcfc9aa,dataset/train/Greening/2025_12_21_IMG (15).JPG,2025_12_21_IMG (15).JPG,Greening,train,2025-12-21,15,sequence_0262,2,C,4,0.0137315532192587,pair_fb287fcfc9aa183f7d97,candidate capture sequence requiring human verification
capture_review_fb287fcfc9aa,dataset/val/Greening/2025_12_21_IMG (16).JPG,2025_12_21_IMG (16).JPG,Greening,val,2025-12-21,16,sequence_0262,2,C,4,0.0137315532192587,pair_fb287fcfc9aa183f7d97,candidate capture sequence requiring human verification
capture_review_08cea93b53d3,dataset/train/Greening/2025_12_21_IMG (245).JPG,2025_12_21_IMG (245).JPG,Greening,train,2025-12-21,245,sequence_0264,2,C,4,0.0109298406168818,pair_08cea93b53d3161e6069,candidate capture sequence requiring human verification
capture_review_08cea93b53d3,dataset/val/Greening/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,Greening,val,2025-12-21,244,sequence_0264,2,C,4,0.0109298406168818,pair_08cea93b53d3161e6069,candidate capture sequence requiring human verification
capture_review_253976fdca3c,dataset/train/Greening/2025_12_21_IMG (30).JPG,2025_12_21_IMG (30).JPG,Greening,train,2025-12-21,30,sequence_0269,2,C,4,0.018415542319417,pair_253976fdca3c41afcb30,candidate capture sequence requiring human verification
capture_review_253976fdca3c,dataset/val/Greening/2025_12_21_IMG (31).JPG,2025_12_21_IMG (31).JPG,Greening,val,2025-12-21,31,sequence_0269,2,C,4,0.018415542319417,pair_253976fdca3c41afcb30,candidate capture sequence requiring human verification
capture_review_c91b3a809e59,dataset/train/Healthy leaf/2025_11_21_IMG (118).JPG,2025_11_21_IMG (118).JPG,Healthy leaf,train,2025-11-21,118,sequence_0275,2,C,0,0.0130055146291852,pair_c91b3a809e59723fd852,candidate capture sequence requiring human verification
capture_review_c91b3a809e59,dataset/val/Healthy leaf/2025_11_21_IMG (117).JPG,2025_11_21_IMG (117).JPG,Healthy leaf,val,2025-11-21,117,sequence_0275,2,C,0,0.0130055146291852,pair_c91b3a809e59723fd852,candidate capture sequence requiring human verification
capture_review_3b5a561f9d2e,dataset/train/Healthy leaf/2025_11_21_IMG (122).JPG,2025_11_21_IMG (122).JPG,Healthy leaf,train,2025-11-21,122,sequence_0277,2,C,4,0.0139064416289329,pair_3b5a561f9d2ea9fa2e4c,candidate capture sequence requiring human verification
capture_review_3b5a561f9d2e,dataset/val/Healthy leaf/2025_11_21_IMG (121).JPG,2025_11_21_IMG (121).JPG,Healthy leaf,val,2025-11-21,121,sequence_0277,2,C,4,0.0139064416289329,pair_3b5a561f9d2ea9fa2e4c,candidate capture sequence requiring human verification
capture_review_4a72e82885ec,dataset/train/Healthy leaf/2025_11_21_IMG (14).JPG,2025_11_21_IMG (14).JPG,Healthy leaf,train,2025-11-21,14,sequence_0279,2,C,4,0.0100145526230335,pair_4a72e82885ec1e1bf3b6,candidate capture sequence requiring human verification
capture_review_4a72e82885ec,dataset/val/Healthy leaf/2025_11_21_IMG (15).JPG,2025_11_21_IMG (15).JPG,Healthy leaf,val,2025-11-21,15,sequence_0279,2,C,4,0.0100145526230335,pair_4a72e82885ec1e1bf3b6,candidate capture sequence requiring human verification
capture_review_cc7079b726da,dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,2025_11_21_IMG (153).JPG,Healthy leaf,train,2025-11-21,153,sequence_0282,3,C,4,0.0162961483001709,pair_a9b370b11555c0720642,candidate capture sequence requiring human verification
capture_review_cc7079b726da,dataset/val/Healthy leaf/2025_11_21_IMG (151).JPG,2025_11_21_IMG (151).JPG,Healthy leaf,val,2025-11-21,151,sequence_0282,3,C,4,0.0106550632044672,pair_be0186117bbc3f68acda,candidate capture sequence requiring human verification
capture_review_cc7079b726da,dataset/val/Healthy leaf/2025_11_21_IMG (152).JPG,2025_11_21_IMG (152).JPG,Healthy leaf,val,2025-11-21,152,sequence_0282,3,C,4,0.0162961483001709,pair_a9b370b11555c0720642|pair_be0186117bbc3f68acda,candidate capture sequence requiring human verification
capture_review_ad60b8265463,dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,2025_11_21_IMG (162).JPG,Healthy leaf,train,2025-11-21,162,sequence_0285,3,C,2,0.003986672963947,pair_2c9a1e0679564bfc79c1,candidate capture sequence requiring human verification
capture_review_ad60b8265463,dataset/val/Healthy leaf/2025_11_21_IMG (160).JPG,2025_11_21_IMG (160).JPG,Healthy leaf,val,2025-11-21,160,sequence_0285,3,C,2,0.0067063667811453,pair_2b3bd3f56edd55e8e93d,candidate capture sequence requiring human verification
capture_review_ad60b8265463,dataset/val/Healthy leaf/2025_11_21_IMG (161).JPG,2025_11_21_IMG (161).JPG,Healthy leaf,val,2025-11-21,161,sequence_0285,3,C,2,0.0067063667811453,pair_2b3bd3f56edd55e8e93d|pair_2c9a1e0679564bfc79c1,candidate capture sequence requiring human verification
capture_review_6353514598ab,dataset/train/Healthy leaf/2025_11_21_IMG (167).JPG,2025_11_21_IMG (167).JPG,Healthy leaf,train,2025-11-21,167,sequence_0287,2,C,4,0.0108356950804591,pair_6353514598ab74d66eb4,candidate capture sequence requiring human verification
capture_review_6353514598ab,dataset/val/Healthy leaf/2025_11_21_IMG (166).JPG,2025_11_21_IMG (166).JPG,Healthy leaf,val,2025-11-21,166,sequence_0287,2,C,4,0.0108356950804591,pair_6353514598ab74d66eb4,candidate capture sequence requiring human verification
capture_review_cb764b4f0080,dataset/train/Healthy leaf/2025_11_21_IMG (185).JPG,2025_11_21_IMG (185).JPG,Healthy leaf,train,2025-11-21,185,sequence_0292,3,B,0,0.0042761308141052,pair_4bb39808055e3b4735e3,candidate capture sequence requiring human verification
capture_review_cb764b4f0080,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,2025_11_21_IMG (183).JPG,Healthy leaf,val,2025-11-21,183,sequence_0292,3,C,2,0.0150965079665184,pair_a89de047d758cddf2fb9,candidate capture sequence requiring human verification
capture_review_cb764b4f0080,dataset/val/Healthy leaf/2025_11_21_IMG (184).JPG,2025_11_21_IMG (184).JPG,Healthy leaf,val,2025-11-21,184,sequence_0292,3,B|C,2,0.0150965079665184,pair_4bb39808055e3b4735e3|pair_a89de047d758cddf2fb9,candidate capture sequence requiring human verification
capture_review_16486010c87d,dataset/train/Healthy leaf/2025_11_21_IMG (247).JPG,2025_11_21_IMG (247).JPG,Healthy leaf,train,2025-11-21,247,sequence_0299,3,C,2,0.0088892728090286,pair_1a030ebe2e83f6d84654,candidate capture sequence requiring human verification
capture_review_16486010c87d,dataset/train/Healthy leaf/2025_11_21_IMG (249).JPG,2025_11_21_IMG (249).JPG,Healthy leaf,train,2025-11-21,249,sequence_0299,3,C,4,0.0145546095445752,pair_49d8e2dfc477e9cd96cd,candidate capture sequence requiring human verification
capture_review_16486010c87d,dataset/val/Healthy leaf/2025_11_21_IMG (248).JPG,2025_11_21_IMG (248).JPG,Healthy leaf,val,2025-11-21,248,sequence_0299,3,C,4,0.0145546095445752,pair_1a030ebe2e83f6d84654|pair_49d8e2dfc477e9cd96cd,candidate capture sequence requiring human verification
capture_review_8fe31a653075,dataset/train/Healthy leaf/2025_11_21_IMG (276).JPG,2025_11_21_IMG (276).JPG,Healthy leaf,train,2025-11-21,276,sequence_0301,3,C,4,0.0280937254428863,pair_2487b01250e9b680ba39,candidate capture sequence requiring human verification
capture_review_8fe31a653075,dataset/train/Healthy leaf/2025_11_21_IMG (278).JPG,2025_11_21_IMG (278).JPG,Healthy leaf,train,2025-11-21,278,sequence_0301,3,C,4,0.0264750570058822,pair_5056b6beaf6f684f3de6,candidate capture sequence requiring human verification
capture_review_8fe31a653075,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,Healthy leaf,val,2025-11-21,277,sequence_0301,3,C,4,0.0280937254428863,pair_2487b01250e9b680ba39|pair_5056b6beaf6f684f3de6,candidate capture sequence requiring human verification
capture_review_44c44f334ef0,dataset/train/Healthy leaf/2025_11_21_IMG (295).JPG,2025_11_21_IMG (295).JPG,Healthy leaf,train,2025-11-21,295,sequence_0304,2,C,2,0.0079650478437542,pair_44c44f334ef046997549,candidate capture sequence requiring human verification
capture_review_44c44f334ef0,dataset/val/Healthy leaf/2025_11_21_IMG (296).JPG,2025_11_21_IMG (296).JPG,Healthy leaf,val,2025-11-21,296,sequence_0304,2,C,2,0.0079650478437542,pair_44c44f334ef046997549,candidate capture sequence requiring human verification
capture_review_1eb665f14180,dataset/train/Healthy leaf/2025_11_21_IMG (3).JPG,2025_11_21_IMG (3).JPG,Healthy leaf,train,2025-11-21,3,sequence_0306,2,C,2,0.0145013146102428,pair_1eb665f14180f18cdc3d,candidate capture sequence requiring human verification
capture_review_1eb665f14180,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,2025_11_21_IMG (4).JPG,Healthy leaf,val,2025-11-21,4,sequence_0306,2,C,2,0.0145013146102428,pair_1eb665f14180f18cdc3d,candidate capture sequence requiring human verification
capture_review_246209291b14,dataset/train/Healthy leaf/2025_11_21_IMG (43).JPG,2025_11_21_IMG (43).JPG,Healthy leaf,train,2025-11-21,43,sequence_0309,3,C,2,0.0131264673545956,pair_c105528370c84926954a|pair_e0a7b316dc91c6676ac5,candidate capture sequence requiring human verification
capture_review_246209291b14,dataset/train/Healthy leaf/2025_11_21_IMG (44).JPG,2025_11_21_IMG (44).JPG,Healthy leaf,train,2025-11-21,44,sequence_0309,3,C,2,0.0060578784905374,pair_c105528370c84926954a,candidate capture sequence requiring human verification
capture_review_246209291b14,dataset/val/Healthy leaf/2025_11_21_IMG (42).JPG,2025_11_21_IMG (42).JPG,Healthy leaf,val,2025-11-21,42,sequence_0309,3,C,2,0.0131264673545956,pair_e0a7b316dc91c6676ac5,candidate capture sequence requiring human verification
capture_review_25bb6aa77028,dataset/train/Healthy leaf/2025_11_21_IMG (67).JPG,2025_11_21_IMG (67).JPG,Healthy leaf,train,2025-11-21,67,sequence_0314,2,C,2,0.0074515547603368,pair_25bb6aa770287d314b2e,candidate capture sequence requiring human verification
capture_review_25bb6aa77028,dataset/val/Healthy leaf/2025_11_21_IMG (66).JPG,2025_11_21_IMG (66).JPG,Healthy leaf,val,2025-11-21,66,sequence_0314,2,C,2,0.0074515547603368,pair_25bb6aa770287d314b2e,candidate capture sequence requiring human verification
capture_review_1e5085c5a2f4,dataset/train/Healthy leaf/2025_11_21_IMG (69).JPG,2025_11_21_IMG (69).JPG,Healthy leaf,train,2025-11-21,69,sequence_0315,2,C,0,0.0160625372081995,pair_1e5085c5a2f4e785b527,candidate capture sequence requiring human verification
capture_review_1e5085c5a2f4,dataset/val/Healthy leaf/2025_11_21_IMG (68).JPG,2025_11_21_IMG (68).JPG,Healthy leaf,val,2025-11-21,68,sequence_0315,2,C,0,0.0160625372081995,pair_1e5085c5a2f4e785b527,candidate capture sequence requiring human verification
