filepath,filename,class,split,extension,width,height,mode,format,frames,file_size_bytes,sha256,decode_ok,error,pillow_warnings
dataset/val/Citrus canker/2025_12_21_IMG (487).JPG,2025_12_21_IMG (487).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,36658,336a5d5d0980ffba53647555405cf37a5bbb4c5fe10004586c281e71bf6c225d,True,,
dataset/val/Citrus canker/2025_12_21_IMG (507).JPG,2025_12_21_IMG (507).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,40114,f18d052661d8624ba38f1cae88aa2c4b1f907d3fafbb559ee0bfc1e2ac702592,True,,
dataset/val/Citrus canker/2025_12_21_IMG (517).JPG,2025_12_21_IMG (517).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,40067,2be56bc864ed2d36b206540d155fa5a20cd976d9a052965048d955349ac8fa51,True,,
dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,2025_12_21_IMG (519).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,39984,67061638530c777f7d8db11f691e977156be1bb5c69db5c510dbb51944e4e1cb,True,,
dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,2025_12_21_IMG (520).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,35702,8aa0a459a1e46a80438cf7735acc7406bcc57a58cbaae99e94b3f912976268f5,True,,
dataset/val/Citrus canker/2025_12_21_IMG (526).JPG,2025_12_21_IMG (526).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,40149,bcdbc4587e5c24734aad0457391f496a31413ad37b30bf0a5737301b82382fe0,True,,
dataset/val/Citrus canker/2025_12_21_IMG (531).JPG,2025_12_21_IMG (531).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,40811,457a82c9c4b77d0c941a1dda7d0a92ff663098a7bf6bacd7e886a76240a90d90,True,,
dataset/val/Citrus canker/2025_12_21_IMG (537).JPG,2025_12_21_IMG (537).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,32026,7f9dc1ef7c411879f20cc16074265d8be1aab9375df1af2d6cb9f8aa89376862,True,,
dataset/val/Citrus canker/2025_12_21_IMG (543).JPG,2025_12_21_IMG (543).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,41902,eabd769d04d5ce28fef2f894ead05bcc51bbc359fad68d6828c37b0769f49f05,True,,
dataset/val/Citrus canker/2025_12_21_IMG (545).JPG,2025_12_21_IMG (545).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,43891,e0ff2253b128741f9a25a5d211351b66d4dc299259603d2e2ef39f5b04ac6ef9,True,,
dataset/val/Citrus canker/2025_12_21_IMG (550).JPG,2025_12_21_IMG (550).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,48593,5654bb87bd6b449b12305621c66d802aa6e6654b6fa3c03af5d15e7c28d8f7fb,True,,
dataset/val/Citrus canker/2025_12_21_IMG (554).JPG,2025_12_21_IMG (554).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,46626,dd0f3d93aed088b3a1e13a9c9648adac09fae99fd19888472d70a1d0f480b008,True,,
dataset/val/Citrus canker/2025_12_21_IMG (558).JPG,2025_12_21_IMG (558).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,43211,5818c95e2992ed4658c0e8b92c0a3dfc0826f5f537aa601b2372d650c778f57e,True,,
dataset/val/Citrus canker/2025_12_21_IMG (565).JPG,2025_12_21_IMG (565).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,38258,ddb1910241ac7129e5d7dbd896c2d9a19c26a93fc819a38b26139cf163d20055,True,,
dataset/val/Citrus canker/2025_12_21_IMG (567).JPG,2025_12_21_IMG (567).JPG,Citrus canker,val,.jpg,560,420,RGB,JPEG,1,44706,9657ef04f357162d806296a3521c7398ae3f434c2cfa6becb0a34ca8899b479f,True,,
dataset/val/Citrus pest/2025_12_20_IMG (123).JPG,2025_12_20_IMG (123).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,49328,22ff97b839505023d416a58c8d823a5ca164b6caf2234b1118e69ee7173fe974,True,,
dataset/val/Citrus pest/2025_12_20_IMG (128).JPG,2025_12_20_IMG (128).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,55939,1f054efbb3f6758fef2a72dc012665e56b2526905e75e1ecd2b445be5742885d,True,,
dataset/val/Citrus pest/2025_12_20_IMG (133).JPG,2025_12_20_IMG (133).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,47993,b6b130dbea3ef5c36c8db4a51016a4eb67b2394a8366913e57d6dfb9a7ae52db,True,,
dataset/val/Citrus pest/2025_12_20_IMG (135).JPG,2025_12_20_IMG (135).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,52850,8fa9f4040646c9faf789ca8263a9dd7b6afcc66e34825a4f6e22d27e51644a11,True,,
dataset/val/Citrus pest/2025_12_20_IMG (136).JPG,2025_12_20_IMG (136).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,42751,e9970f03bddb59b2952ff9e6cc577d0ae2c17ce5b835409ef653a7978742f791,True,,
dataset/val/Citrus pest/2025_12_20_IMG (146).JPG,2025_12_20_IMG (146).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,55156,27c2f50251a00100a1d560206e1df99e83af16da3b2d3c6aab5e74aa92791340,True,,
dataset/val/Citrus pest/2025_12_20_IMG (151).JPG,2025_12_20_IMG (151).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,37686,4ea557f256f74c1af13816c80e6b65dda58b9fb26dce292d92b30d96498c1a17,True,,
dataset/val/Citrus pest/2025_12_20_IMG (170).JPG,2025_12_20_IMG (170).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44468,71b8f0884c89304b6f1ca620ce192f32ad12ddb2795edd97b0ead1a6d857d72d,True,,
dataset/val/Citrus pest/2025_12_20_IMG (173).JPG,2025_12_20_IMG (173).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,46558,c42d8812df239f31932fe7c4268867119cc56caac3906e7581a13358e6f0bb46,True,,
dataset/val/Citrus pest/2025_12_20_IMG (182).JPG,2025_12_20_IMG (182).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,37602,9cbbe356eb991958d47fa17b76f7748169e75990e0c671e20238f6f3250a4f8e,True,,
dataset/val/Citrus pest/2025_12_20_IMG (186).JPG,2025_12_20_IMG (186).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,33579,3506397854c815d8bdcfd0976d4615165805d089315bcb3bbedf3bc519f2b84a,True,,
dataset/val/Citrus pest/2025_12_20_IMG (196).JPG,2025_12_20_IMG (196).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,31451,2cbbba0bb5f887a520924e49ce4cf95e2e16b0fe17e0f6ae645a91cb652b4ff4,True,,
dataset/val/Citrus pest/2025_12_20_IMG (204).JPG,2025_12_20_IMG (204).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,42526,f01c3f5f6b5bd6add5d7714410dce1584424bf0474b45f86dc839b4c78b50d94,True,,
dataset/val/Citrus pest/2025_12_20_IMG (205).JPG,2025_12_20_IMG (205).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,41186,70c97e0d07398e79c7298f2a119858827dd596e2f7674f1b4b8b3e055dbd7155,True,,
dataset/val/Citrus pest/2025_12_20_IMG (212).JPG,2025_12_20_IMG (212).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,37374,0ac6482d33ee619ec4e6116f03f0c5604e1910a64912a8ebfb2832b7e8486cf6,True,,
dataset/val/Citrus pest/2025_12_20_IMG (213).JPG,2025_12_20_IMG (213).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,38416,44c14f684648b3da0ae663635e78e2b5808758b333104e62f993c44beebe10ca,True,,
dataset/val/Citrus pest/2025_12_20_IMG (221).JPG,2025_12_20_IMG (221).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,48304,284a4635163a4a00992743dbbb7524e8f0e28a39b78c276c0abd22ed56b82e02,True,,
dataset/val/Citrus pest/2025_12_20_IMG (229).JPG,2025_12_20_IMG (229).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,37959,2a9dc8d4102a8f3913a61cbf7070a7e58ffa497efdb559cef448c0a5fd7d10cb,True,,
dataset/val/Citrus pest/2025_12_20_IMG (230).JPG,2025_12_20_IMG (230).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,36186,1cc743e86120f5c3639c669c4031a13d7d4a81a1c09ce8cfad0dd7354247f268,True,,
dataset/val/Citrus pest/2025_12_20_IMG (231).JPG,2025_12_20_IMG (231).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,33092,d55a41d509bfaee807865092c6a28b93a8e1cc1ad8c2f023f69c0ed177143a08,True,,
dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,2025_12_20_IMG (232).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,37887,742678402ef85dc5b516300fdc776944bcc884323bc3f908128782e6254c0402,True,,
dataset/val/Citrus pest/2025_12_20_IMG (241).JPG,2025_12_20_IMG (241).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,41741,317bede8cd12987c52b7497dbc7accf7ebfeda63140305282e28f9973bddb2bf,True,,
dataset/val/Citrus pest/2025_12_20_IMG (253).JPG,2025_12_20_IMG (253).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44229,2de988aeb5ec08b11a2af5ca7d67cf8da88157548285d714346341b7a94e5748,True,,
dataset/val/Citrus pest/2025_12_20_IMG (258).JPG,2025_12_20_IMG (258).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44432,4237ad7591fc0e5d14360d6064949003620ab93a3eccd10e28a9b905922632dd,True,,
dataset/val/Citrus pest/2025_12_20_IMG (271).JPG,2025_12_20_IMG (271).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44432,b8acb35e2bb8a1b6a2353f307ed7282277b6d56942ca22cbc3227bf58d81be70,True,,
dataset/val/Citrus pest/2025_12_20_IMG (275).JPG,2025_12_20_IMG (275).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,40829,f2ea73055f6c9210ad3db9ad948d30fec56263d974fd08437489f7b72b0edaf9,True,,
dataset/val/Citrus pest/2025_12_20_IMG (276).JPG,2025_12_20_IMG (276).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,35230,91fb725909a8d5c2177f2b39a2756ba6941c8cec8d120b142794a76c14e42cfd,True,,
dataset/val/Citrus pest/2025_12_20_IMG (279).JPG,2025_12_20_IMG (279).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,30831,e26c4fa14fccc349f8754c2e0eaeda9c1313771d81df12509ceaf2a07466a2ef,True,,
dataset/val/Citrus pest/2025_12_20_IMG (290).JPG,2025_12_20_IMG (290).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,35998,7138bcabed86f83e39d137da688801935e000b7b649a4ad799d415eadee9dbfa,True,,
dataset/val/Citrus pest/2025_12_20_IMG (292).JPG,2025_12_20_IMG (292).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,34697,e4f827ba7245b92a89a3f3096a04e64772d42de7c7cf798c2442cb2a9ca1611a,True,,
dataset/val/Citrus pest/2025_12_20_IMG (293).JPG,2025_12_20_IMG (293).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,35901,c7fc3dd49d2acc961eb9a04c1e539cf443de695db6b90389cee8b009df830f20,True,,
dataset/val/Citrus pest/2025_12_20_IMG (306).JPG,2025_12_20_IMG (306).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,31752,a8521db6aaae783b77cb365699697ccbb5867b4e839f2e8d14f5d57da92f5190,True,,
dataset/val/Citrus pest/2025_12_20_IMG (318).JPG,2025_12_20_IMG (318).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,41104,6a888a2a1f363487df04ab22882851d134d1c1a7d78b6d05a86d41e5c45d52a1,True,,
dataset/val/Citrus pest/2025_12_20_IMG (32).JPG,2025_12_20_IMG (32).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44525,1a7b94dd3392fc80079c4f059809bfddf5fad021260bb1031a50c809ef43d346,True,,
dataset/val/Citrus pest/2025_12_20_IMG (321).JPG,2025_12_20_IMG (321).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,43275,81e444706afee42e3822c47c2c824007d41788bb7bcc62085bfbd0f941ffe02c,True,,
dataset/val/Citrus pest/2025_12_20_IMG (336).JPG,2025_12_20_IMG (336).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,41696,7528af08805e6b3cb7a0e18f216780a51ab42c6426e3c2c4572282ebfb532333,True,,
dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,2025_12_20_IMG (339).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,38942,7e8525ff291227d7838c0565a08e3121dfcb376dcfffe05b9f8e6be18a547589,True,,
dataset/val/Citrus pest/2025_12_20_IMG (343).JPG,2025_12_20_IMG (343).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,43058,12b6246860ab8d8ff6b0fc0dd096c5b64ef23b915cd0789731879c664d21eb04,True,,
dataset/val/Citrus pest/2025_12_20_IMG (355).JPG,2025_12_20_IMG (355).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,39660,e1accc586e1136d21aa812d19af258fa4bb9e7d311392534af768557f238d1cd,True,,
dataset/val/Citrus pest/2025_12_20_IMG (357).JPG,2025_12_20_IMG (357).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,38353,84971c743814206b78fd3a33146599b561233727f9ae897cd94e40a93c62b8ce,True,,
dataset/val/Citrus pest/2025_12_20_IMG (366).JPG,2025_12_20_IMG (366).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,31826,ed4f266d21a131e26b724d42edc69459fa76bcae5adfc8cbb000155b2c964a42,True,,
dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,2025_12_20_IMG (370).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,33481,179859fd82abf9ddcafd90fe43efe94c2eacc644588b7f787fc22ed277842d5d,True,,
dataset/val/Citrus pest/2025_12_20_IMG (373).JPG,2025_12_20_IMG (373).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,36040,68bc51a48e196894897bd7aa79bdd5acbbb9fb3db616ea7d09ceb8a8ef718ee8,True,,
dataset/val/Citrus pest/2025_12_20_IMG (375).JPG,2025_12_20_IMG (375).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,28035,29185ac9dc0f88685a1af986f2cc2952da2c8e1f7002c6fbfd2a6532d07db522,True,,
dataset/val/Citrus pest/2025_12_20_IMG (377).JPG,2025_12_20_IMG (377).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,33347,609e4e92bf171b814e5ec826e18db504323bd17661d2e749cdc19a1772fbfc9e,True,,
dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,2025_12_20_IMG (398).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,45128,db31347ab069e9b527ef18523d75a921db01a99fbc2fa4906bc2cb76e4c5ab2f,True,,
dataset/val/Citrus pest/2025_12_20_IMG (407).JPG,2025_12_20_IMG (407).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,46336,4adedec3226fe1e24a2f1c4125ed59140376e81ca2eafd3b1bbe3992b4f1c2b2,True,,
dataset/val/Citrus pest/2025_12_20_IMG (41).JPG,2025_12_20_IMG (41).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,36993,588a2fdc146f3596d33bbc70570365dadbf1807d14511f54ae072c408e496567,True,,
dataset/val/Citrus pest/2025_12_20_IMG (45).JPG,2025_12_20_IMG (45).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,33893,5bd86925be8c00e470b2b95715415776713d8b03b2d8985a15383f0da7db4ccd,True,,
dataset/val/Citrus pest/2025_12_20_IMG (51).JPG,2025_12_20_IMG (51).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,34358,b103c12ea266895c74419b21299dbefe0e64c5e8f4880f18b1aeb56882fa336d,True,,
dataset/val/Citrus pest/2025_12_20_IMG (62).JPG,2025_12_20_IMG (62).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,36157,4fff59421f3ab13940a32e984654fe9de05a8fa2e539c7bf59ddaef78eed5c6d,True,,
dataset/val/Citrus pest/2025_12_20_IMG (70).JPG,2025_12_20_IMG (70).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,34306,6eaca2378b508c0904aa337577669229c3dc1e74f95fe38e3fedd446d9345d5c,True,,
dataset/val/Citrus pest/2025_12_20_IMG (80).JPG,2025_12_20_IMG (80).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,43915,1cd26181418675f2f51d43d44fb96275c8e8eb1eb629a10554c568ff46d90e0e,True,,
dataset/val/Citrus pest/2025_12_20_IMG (84).JPG,2025_12_20_IMG (84).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,46793,54db4f02fc6d9a0ca3aa8f39486fa561fcc399444774642897cda055d1a425e1,True,,
dataset/val/Citrus pest/2025_12_20_IMG (86).JPG,2025_12_20_IMG (86).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,46865,539ca4d371038a0ea4d8f3baadcbd26c545fbbc62a58489c112e1b21a73b515f,True,,
dataset/val/Citrus pest/2025_12_20_IMG (92).JPG,2025_12_20_IMG (92).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,44164,ca7a41ad3c21b7fbb6a1ebd1b5a47e5cb6866e3896f842777e0585815f1dc009,True,,
dataset/val/Citrus pest/2025_12_20_IMG (94).JPG,2025_12_20_IMG (94).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,43799,e102c90d123a350a66538ef228b74718f0710b69da1fc8ae7896d3acb1405b54,True,,
dataset/val/Citrus pest/2025_12_20_IMG (96).JPG,2025_12_20_IMG (96).JPG,Citrus pest,val,.jpg,560,420,RGB,JPEG,1,42293,9258b7da9308f2532a6cf939cca314c99d83352a9b3794fecb5f3abf35ff2d9b,True,,
dataset/val/Greening/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,45133,64e78bcc7bcdfa4f63ed20b0eff72b3f82cb0d92bfece4b067153225e4d9a8f1,True,,
dataset/val/Greening/2025_12_21_IMG (124).JPG,2025_12_21_IMG (124).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,39352,6436edc88c013249ae58537b2ab4375d1a3621bfb2ea3680ccd37aef1422f5de,True,,
dataset/val/Greening/2025_12_21_IMG (129).JPG,2025_12_21_IMG (129).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,39179,bd765936834db123e092fc39d22db637cc72e5978a4673c64092908bd210f346,True,,
dataset/val/Greening/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,41496,c014d34da8a21585d8b72f58e18fefd36b43225c27fc40989a7b5213a6cfc077,True,,
dataset/val/Greening/2025_12_21_IMG (131).JPG,2025_12_21_IMG (131).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,36064,3bba88a94823dd3451618139f3b92af3144cc94ef7544492d756e654d9062b31,True,,
dataset/val/Greening/2025_12_21_IMG (145).JPG,2025_12_21_IMG (145).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,55314,3b5f7fa9d9d5f400ddd1ebfea4ea4d7309453caf6d1355ae81a9c8d031bca56b,True,,
dataset/val/Greening/2025_12_21_IMG (16).JPG,2025_12_21_IMG (16).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,41211,fb4b8e579d2502ccde698f38da6cc871a9979da1f5eec74aa619b26fa42b4952,True,,
dataset/val/Greening/2025_12_21_IMG (165).JPG,2025_12_21_IMG (165).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,36781,362c56b463528be29e3a3da7a13edd7fe80991ed58e0e712c11d9a1e06e492eb,True,,
dataset/val/Greening/2025_12_21_IMG (174).JPG,2025_12_21_IMG (174).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,50545,117a8d0b2377401117dd9bf0416f5f847a0b3a57dd335ed01a2796139328c639,True,,
dataset/val/Greening/2025_12_21_IMG (178).JPG,2025_12_21_IMG (178).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,52498,f74296ed5cbf9de29e381a8dafda6fd93e7de7658bf77c63348e8c2566dd9815,True,,
dataset/val/Greening/2025_12_21_IMG (196).JPG,2025_12_21_IMG (196).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,41456,0bb1491be4aae00c0731dd46619d8212e85e4847c32af2fff76fbf075b99de64,True,,
dataset/val/Greening/2025_12_21_IMG (197).JPG,2025_12_21_IMG (197).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,52743,32d6762e98712e735c0823a4bf915d0703f4fa8ae40bfb579aa24718b060732f,True,,
dataset/val/Greening/2025_12_21_IMG (198).JPG,2025_12_21_IMG (198).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,40612,76336409022bd3f820b20b40438b7ef526cc252c08cbb5f15d057f4c7c1b6202,True,,
dataset/val/Greening/2025_12_21_IMG (203).JPG,2025_12_21_IMG (203).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,44933,42f3bace853ee3637bee8439ca564238130d9b75c2646b5c857ac9312cab353d,True,,
dataset/val/Greening/2025_12_21_IMG (204).JPG,2025_12_21_IMG (204).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,45511,63c9d29009ecfa26907cfdaa4b73e072769a848cd1d9c4eb12d42075ae02428d,True,,
dataset/val/Greening/2025_12_21_IMG (221).JPG,2025_12_21_IMG (221).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,55131,0e2ca3c2b03c7af81e04761b6131238e8ea958478c89aed9f44b2e0049a00052,True,,
dataset/val/Greening/2025_12_21_IMG (222).JPG,2025_12_21_IMG (222).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,39918,2d4930bc2d7f1ac694396e604e9e09d9636c902a4912157661aec0385e053a07,True,,
dataset/val/Greening/2025_12_21_IMG (223).JPG,2025_12_21_IMG (223).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,34871,9691bbd3e74f2fecc6d1d0da559a86386cb141eef765454a11eb37bfc424e313,True,,
dataset/val/Greening/2025_12_21_IMG (228).JPG,2025_12_21_IMG (228).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,38499,965910f25f4b21250281a17dc36084a7c5deb8876f3ba3b1c283b160ea4287b7,True,,
dataset/val/Greening/2025_12_21_IMG (232).JPG,2025_12_21_IMG (232).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,52773,b531b9919fe869ca06290d5e6322be87073835ba5afacd85dd8dfb4dff6ab089,True,,
dataset/val/Greening/2025_12_21_IMG (233).JPG,2025_12_21_IMG (233).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,40722,f07836dac45cd672254490850fb7959cf2f9b8df88589af69c807ebab6120495,True,,
dataset/val/Greening/2025_12_21_IMG (244).JPG,2025_12_21_IMG (244).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,55194,fe71b7f2fa965a2c8b87ca6c835c5ca467b4830981c3c503579caea75a2fa763,True,,
dataset/val/Greening/2025_12_21_IMG (249).JPG,2025_12_21_IMG (249).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,52942,e282b9c86897414ae0a6e8408d04441e716dda02671459f8db4591647d784bc4,True,,
dataset/val/Greening/2025_12_21_IMG (262).JPG,2025_12_21_IMG (262).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,57471,55f353ef258a3c88d05b5c40e434aa400a4d6d1e0106d866c5063528eb137a57,True,,
dataset/val/Greening/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,56151,f4a185627d59e3251d8fb659895873b6c8ea149c6aa4bb4759c3cd54ba4151b8,True,,
dataset/val/Greening/2025_12_21_IMG (27).JPG,2025_12_21_IMG (27).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,51187,b8e83df216c5238cad50d8e59a6f19d0e76bce11734f9f7bc091a26f056efef3,True,,
dataset/val/Greening/2025_12_21_IMG (270).JPG,2025_12_21_IMG (270).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,51908,1fbc0bbe3c0b019852f53f33161e40d7e1fb52e564708f353f164ce857a905a5,True,,
dataset/val/Greening/2025_12_21_IMG (271).JPG,2025_12_21_IMG (271).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,54303,0b11ac5ae847d1e76ab50d92e557118704c16b3f4f8e512a2d296fb8aabbb3d1,True,,
dataset/val/Greening/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,59357,13ced4c440a3d863d52f61ac2b42bb792e5968fe28755a12bcb78b523cb65a19,True,,
dataset/val/Greening/2025_12_21_IMG (284).JPG,2025_12_21_IMG (284).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,60264,05d5f37d54987aa627f484d5d98acfa4a486061ced54383c11ff939d59b9b7e7,True,,
dataset/val/Greening/2025_12_21_IMG (308).JPG,2025_12_21_IMG (308).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,45278,20d9661e64a1f96572543287329215de00a4dec729c9fde67d7a4549cf8702a0,True,,
dataset/val/Greening/2025_12_21_IMG (31).JPG,2025_12_21_IMG (31).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,51531,53763ef0562f19da5dc2c15bcbc6aa77842a785fc802c60782a68d3d50e73450,True,,
dataset/val/Greening/2025_12_21_IMG (311).JPG,2025_12_21_IMG (311).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,43601,8bf81c95acaf7bd7bb92f94d1f2b673e67a836bf64eb9f49445c77c2f5727e52,True,,
dataset/val/Greening/2025_12_21_IMG (321).JPG,2025_12_21_IMG (321).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,36108,16b31560f916249bdb4feb1c7aa307aa42ad0782b91a505a6140c6bcec0ea783,True,,
dataset/val/Greening/2025_12_21_IMG (329).JPG,2025_12_21_IMG (329).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,36872,9941b42a4f03afb60c24e53b977bb275262b723d80b92a4af01c6bad6ebcf1c3,True,,
dataset/val/Greening/2025_12_21_IMG (335).JPG,2025_12_21_IMG (335).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,31419,e0aed8651e34f4a03d8f14fbd58b0b7e5208de6e949b908395f9380886bbb073,True,,
dataset/val/Greening/2025_12_21_IMG (337).JPG,2025_12_21_IMG (337).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,46452,04530c4be46b244439098d9e2e43f85768bdb040e89c118f614d831584ad7332,True,,
dataset/val/Greening/2025_12_21_IMG (339).JPG,2025_12_21_IMG (339).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,36265,a394d8ca224f12d03fac38b8395cd0b5f3e6ec6c5f6bc5f700d73604250a48c7,True,,
dataset/val/Greening/2025_12_21_IMG (345).JPG,2025_12_21_IMG (345).JPG,Greening,val,.jpg,560,420,RGB,JPEG,1,34987,0975f96701eb7b9a68a0e383a41991042ee42f524ebe60d8ec3038445e199c46,True,,
