filepath_a,filename_a,split_a,class_a,filepath_b,filename_b,split_b,class_b,hamming_distance,similarity_score,review_status
dataset/train/Healthy leaf/2025_11_21_IMG (153).JPG,2025_11_21_IMG (153).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (152).JPG,2025_11_21_IMG (152).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (167).JPG,2025_11_21_IMG (167).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (166).JPG,2025_11_21_IMG (166).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (171).JPG,2025_11_21_IMG (171).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (170).JPG,2025_11_21_IMG (170).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (188).JPG,2025_11_21_IMG (188).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (187).JPG,2025_11_21_IMG (187).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (226).JPG,2025_11_21_IMG (226).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (227).JPG,2025_11_21_IMG (227).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (237).JPG,2025_11_21_IMG (237).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,2025_11_21_IMG (252).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (252).JPG,2025_11_21_IMG (252).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (263).JPG,2025_11_21_IMG (263).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (263).JPG,2025_11_21_IMG (263).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,2025_11_21_IMG (265).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,2025_11_21_IMG (261).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,2025_11_21_IMG (270).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,2025_11_21_IMG (273).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (271).JPG,2025_11_21_IMG (271).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,2025_11_21_IMG (273).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (272).JPG,2025_11_21_IMG (272).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (273).JPG,2025_11_21_IMG (273).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (275).JPG,2025_11_21_IMG (275).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (280).JPG,2025_11_21_IMG (280).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,2025_11_21_IMG (277).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (290).JPG,2025_11_21_IMG (290).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (291).JPG,2025_11_21_IMG (291).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (298).JPG,2025_11_21_IMG (298).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (294).JPG,2025_11_21_IMG (294).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (44).JPG,2025_11_21_IMG (44).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (45).JPG,2025_11_21_IMG (45).JPG,val,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (62).JPG,2025_11_21_IMG (62).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (61).JPG,2025_11_21_IMG (61).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (111).JPG,2025_12_21_IMG (111).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (110).JPG,2025_12_21_IMG (110).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (293).JPG,2025_12_21_IMG (293).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (292).JPG,2025_12_21_IMG (292).JPG,test,Algal leaf spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (267).JPG,2025_12_20_IMG (267).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (266).JPG,2025_12_20_IMG (266).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (311).JPG,2025_12_20_IMG (311).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (310).JPG,2025_12_20_IMG (310).JPG,test,Black spot,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,2025_11_21_IMG (253).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,2025_11_21_IMG (257).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,2025_11_21_IMG (254).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (291).JPG,2025_11_21_IMG (291).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,2025_11_21_IMG (292).JPG,test,Healthy leaf,4,0.9375,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (120).JPG,2025_12_21_IMG (120).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (119).JPG,2025_12_21_IMG (119).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (124).JPG,2025_12_21_IMG (124).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (128).JPG,2025_12_21_IMG (128).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,2025_12_21_IMG (186).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,2025_12_21_IMG (188).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (195).JPG,2025_12_21_IMG (195).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,2025_12_21_IMG (188).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (204).JPG,2025_12_21_IMG (204).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (206).JPG,2025_12_21_IMG (206).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (204).JPG,2025_12_21_IMG (204).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,2025_12_21_IMG (205).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (226).JPG,2025_12_21_IMG (226).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (225).JPG,2025_12_21_IMG (225).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (226).JPG,2025_12_21_IMG (226).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (227).JPG,2025_12_21_IMG (227).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (268).JPG,2025_12_21_IMG (268).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (270).JPG,2025_12_21_IMG (270).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (267).JPG,2025_12_21_IMG (267).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (278).JPG,2025_12_21_IMG (278).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (288).JPG,2025_12_21_IMG (288).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (289).JPG,2025_12_21_IMG (289).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (297).JPG,2025_12_21_IMG (297).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (294).JPG,2025_12_21_IMG (294).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (3).JPG,2025_12_21_IMG (3).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (2).JPG,2025_12_21_IMG (2).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (95).JPG,2025_12_21_IMG (95).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (94).JPG,2025_12_21_IMG (94).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (108).JPG,2025_12_20_IMG (108).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (106).JPG,2025_12_20_IMG (106).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (173).JPG,2025_12_20_IMG (173).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (191).JPG,2025_12_20_IMG (191).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (192).JPG,2025_12_20_IMG (192).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (191).JPG,2025_12_20_IMG (191).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (231).JPG,2025_12_20_IMG (231).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (232).JPG,2025_12_20_IMG (232).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (24).JPG,2025_12_20_IMG (24).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (196).JPG,2025_12_20_IMG (196).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (25).JPG,2025_12_20_IMG (25).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (196).JPG,2025_12_20_IMG (196).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (263).JPG,2025_12_20_IMG (263).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (264).JPG,2025_12_20_IMG (264).JPG,test,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (295).JPG,2025_12_20_IMG (295).JPG,train,Black spot,dataset/test/Black spot/2025_12_20_IMG (294).JPG,2025_12_20_IMG (294).JPG,test,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (299).JPG,2025_12_20_IMG (299).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (300).JPG,2025_12_20_IMG (300).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Black spot/2025_12_20_IMG (307).JPG,2025_12_20_IMG (307).JPG,train,Black spot,dataset/val/Black spot/2025_12_20_IMG (309).JPG,2025_12_20_IMG (309).JPG,val,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (341).JPG,2025_12_21_IMG (341).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,2025_12_21_IMG (340).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (343).JPG,2025_12_21_IMG (343).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,2025_12_21_IMG (340).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (384).JPG,2025_12_21_IMG (384).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (385).JPG,2025_12_21_IMG (385).JPG,test,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (386).JPG,2025_12_21_IMG (386).JPG,train,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (387).JPG,2025_12_21_IMG (387).JPG,test,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,2025_12_21_IMG (401).JPG,train,Citrus canker,dataset/val/Healthy leaf/2025_11_21_IMG (245).JPG,2025_11_21_IMG (245).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (435).JPG,2025_12_21_IMG (435).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (436).JPG,2025_12_21_IMG (436).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (463).JPG,2025_12_21_IMG (463).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (462).JPG,2025_12_21_IMG (462).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (508).JPG,2025_12_21_IMG (508).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,2025_12_21_IMG (391).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (521).JPG,2025_12_21_IMG (521).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (519).JPG,2025_12_21_IMG (519).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (521).JPG,2025_12_21_IMG (521).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (520).JPG,2025_12_21_IMG (520).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (525).JPG,2025_12_21_IMG (525).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (526).JPG,2025_12_21_IMG (526).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (525).JPG,2025_12_21_IMG (525).JPG,train,Citrus canker,dataset/val/Greening/2025_12_21_IMG (43).JPG,2025_12_21_IMG (43).JPG,val,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (538).JPG,2025_12_21_IMG (538).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (537).JPG,2025_12_21_IMG (537).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus canker/2025_12_21_IMG (557).JPG,2025_12_21_IMG (557).JPG,train,Citrus canker,dataset/val/Citrus canker/2025_12_21_IMG (558).JPG,2025_12_21_IMG (558).JPG,val,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (305).JPG,2025_12_20_IMG (305).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (306).JPG,2025_12_20_IMG (306).JPG,val,Citrus pest,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Citrus pest/2025_12_20_IMG (337).JPG,2025_12_20_IMG (337).JPG,train,Citrus pest,dataset/val/Citrus pest/2025_12_20_IMG (339).JPG,2025_12_20_IMG (339).JPG,val,Citrus pest,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (13).JPG,2025_12_21_IMG (13).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (12).JPG,2025_12_21_IMG (12).JPG,val,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (235).JPG,2025_12_21_IMG (235).JPG,train,Greening,dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,2025_12_21_IMG (187).JPG,val,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (253).JPG,2025_12_21_IMG (253).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,test,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (255).JPG,2025_12_21_IMG (255).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (258).JPG,2025_12_21_IMG (258).JPG,test,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (259).JPG,2025_12_21_IMG (259).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,test,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (260).JPG,2025_12_21_IMG (260).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (256).JPG,2025_12_21_IMG (256).JPG,test,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,train,Greening,dataset/test/Greening/2025_12_21_IMG (55).JPG,2025_12_21_IMG (55).JPG,test,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (44).JPG,2025_12_21_IMG (44).JPG,train,Greening,dataset/val/Greening/2025_12_21_IMG (43).JPG,2025_12_21_IMG (43).JPG,val,Greening,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Greening/2025_12_21_IMG (85).JPG,2025_12_21_IMG (85).JPG,train,Greening,dataset/test/Citrus canker/2025_12_21_IMG (281).JPG,2025_12_21_IMG (281).JPG,test,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (10).JPG,2025_11_21_IMG (10).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (11).JPG,2025_11_21_IMG (11).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (162).JPG,2025_11_21_IMG (162).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (160).JPG,2025_11_21_IMG (160).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (178).JPG,2025_11_21_IMG (178).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,2025_11_21_IMG (180).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (179).JPG,2025_11_21_IMG (179).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,2025_11_21_IMG (180).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,2025_11_21_IMG (256).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (255).JPG,2025_11_21_IMG (255).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,2025_11_21_IMG (257).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,2025_11_21_IMG (270).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,2025_11_21_IMG (274).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (289).JPG,2025_11_21_IMG (289).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,2025_11_21_IMG (292).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (300).JPG,2025_11_21_IMG (300).JPG,train,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,2025_11_21_IMG (2).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (43).JPG,2025_11_21_IMG (43).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (42).JPG,2025_11_21_IMG (42).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (44).JPG,2025_11_21_IMG (44).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (42).JPG,2025_11_21_IMG (42).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Healthy leaf/2025_11_21_IMG (7).JPG,2025_11_21_IMG (7).JPG,train,Healthy leaf,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,2025_11_21_IMG (4).JPG,val,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,2025_12_21_IMG (187).JPG,val,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,2025_12_21_IMG (188).JPG,test,Algal leaf spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Black spot/2025_12_20_IMG (174).JPG,2025_12_20_IMG (174).JPG,val,Black spot,dataset/test/Black spot/2025_12_20_IMG (172).JPG,2025_12_20_IMG (172).JPG,test,Black spot,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,2025_12_21_IMG (340).JPG,val,Citrus canker,dataset/test/Citrus canker/2025_12_21_IMG (342).JPG,2025_12_21_IMG (342).JPG,test,Citrus canker,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,2025_11_21_IMG (251).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,2025_11_21_IMG (254).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,2025_11_21_IMG (253).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,2025_11_21_IMG (258).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,2025_11_21_IMG (260).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,2025_11_21_IMG (264).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/val/Healthy leaf/2025_11_21_IMG (299).JPG,2025_11_21_IMG (299).JPG,val,Healthy leaf,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,2025_11_21_IMG (2).JPG,test,Healthy leaf,5,0.921875,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (102).JPG,2025_12_21_IMG (102).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (101).JPG,2025_12_21_IMG (101).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (125).JPG,2025_12_21_IMG (125).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (126).JPG,2025_12_21_IMG (126).JPG,train,Algal leaf spot,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,2025_12_21_IMG (130).JPG,val,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (168).JPG,2025_12_21_IMG (168).JPG,train,Algal leaf spot,dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,2025_12_21_IMG (170).JPG,test,Algal leaf spot,6,0.90625,near-duplicate candidate requiring manual review
dataset/train/Algal leaf spot/2025_12_21_IMG (231).JPG,2025_12_21_IMG (231).JPG,train,Algal leaf spot,dataset/test/Healthy leaf/2025_11_21_IMG (112).JPG,2025_11_21_IMG (112).JPG,test,Healthy leaf,6,0.90625,near-duplicate candidate requiring manual review
