pair_id,filepath_a,filepath_b,class_a,class_b,split_a,split_b,similarity_category,review_priority,human_decision,review_notes
pair_6ec3d4c4744555f02692,dataset/train/Citrus canker/2025_12_21_IMG (463).JPG,dataset/val/Citrus canker/2025_12_21_IMG (462).JPG,Citrus canker,Citrus canker,train,val,D,270.471361,,
pair_52dc9efb1e62a82eed71,dataset/train/Healthy leaf/2025_11_21_IMG (263).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,Healthy leaf,Healthy leaf,train,val,D,270.447739,,
pair_e7d132cf2e3cf239bb92,dataset/train/Citrus pest/2025_12_20_IMG (214).JPG,dataset/val/Citrus pest/2025_12_20_IMG (213).JPG,Citrus pest,Citrus pest,train,val,D,270.422827,,
pair_999701bd69f107d7cfd7,dataset/train/Healthy leaf/2025_11_21_IMG (7).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,Healthy leaf,Healthy leaf,train,val,D,270.397439,,
pair_1a3a5132a0a553dc8daa,dataset/train/Healthy leaf/2025_11_21_IMG (178).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,Healthy leaf,Healthy leaf,train,val,D,270.337253,,
pair_7f6933d1619c85c6d4db,dataset/train/Healthy leaf/2025_11_21_IMG (5).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (4).JPG,Healthy leaf,Healthy leaf,train,val,D,270.279598,,
pair_509aab8e14a1884e2d4c,dataset/train/Algal leaf spot/2025_12_21_IMG (179).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (180).JPG,Algal leaf spot,Algal leaf spot,train,val,D,270.197623,,
pair_6c9f5fa49d00e17ff41e,dataset/train/Healthy leaf/2025_11_21_IMG (297).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (296).JPG,Healthy leaf,Healthy leaf,train,val,D,270.117487,,
pair_45b68bf1a65f1905e04f,dataset/train/Black spot/2025_12_20_IMG (192).JPG,dataset/val/Black spot/2025_12_20_IMG (191).JPG,Black spot,Black spot,train,val,D,270.044553,,
pair_a337c115ed20c005988a,dataset/train/Greening/2025_12_21_IMG (282).JPG,dataset/val/Greening/2025_12_21_IMG (281).JPG,Greening,Greening,train,val,D,270.018723,,
pair_61e037dfd0f02e87823f,dataset/train/Greening/2025_12_21_IMG (252).JPG,dataset/val/Greening/2025_12_21_IMG (249).JPG,Greening,Greening,train,val,D,269.924531,,
pair_0c5fddbfe5c6374a3b97,dataset/train/Black spot/2025_12_20_IMG (54).JPG,dataset/val/Black spot/2025_12_20_IMG (55).JPG,Black spot,Black spot,train,val,D,269.815252,,
pair_b108b70803f4c762836a,dataset/train/Greening/2025_12_21_IMG (285).JPG,dataset/val/Greening/2025_12_21_IMG (284).JPG,Greening,Greening,train,val,D,269.808024,,
pair_323a8b36237cd91a6d53,dataset/train/Algal leaf spot/2025_12_21_IMG (277).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (276).JPG,Algal leaf spot,Algal leaf spot,train,val,D,269.728333,,
pair_aa8d2894ef2c2169d854,dataset/train/Algal leaf spot/2025_12_21_IMG (288).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (291).JPG,Algal leaf spot,Algal leaf spot,train,val,D,269.616982,,
pair_0d9741edcbfc4626d9af,dataset/train/Black spot/2025_12_20_IMG (290).JPG,dataset/val/Black spot/2025_12_20_IMG (289).JPG,Black spot,Black spot,train,val,D,269.463163,,
pair_d56dda4c89b15cb749b2,dataset/train/Healthy leaf/2025_11_21_IMG (279).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,D,269.441066,,
pair_0887b825f3fbe71616fd,dataset/train/Healthy leaf/2025_11_21_IMG (259).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,train,val,D,269.386419,,
pair_395baceff17931c4e415,dataset/train/Citrus canker/2025_12_21_IMG (459).JPG,dataset/val/Citrus canker/2025_12_21_IMG (457).JPG,Citrus canker,Citrus canker,train,val,D,269.268779,,
pair_5825a8df75681a3532e7,dataset/train/Citrus canker/2025_12_21_IMG (343).JPG,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,Citrus canker,Citrus canker,train,val,D,269.200719,,
pair_9eb0ee0eec75d13dd3c5,dataset/train/Healthy leaf/2025_11_21_IMG (269).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,train,val,D,269.186086,,
pair_f11f57af3d31018471cb,dataset/train/Citrus canker/2025_12_21_IMG (389).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,Citrus canker,Citrus canker,train,val,D,269.067127,,
pair_ace08ade53b6d4451f9d,dataset/train/Greening/2025_12_21_IMG (8).JPG,dataset/val/Greening/2025_12_21_IMG (7).JPG,Greening,Greening,train,val,D,268.954318,,
pair_6c462ad85f9de7ad8d20,dataset/train/Algal leaf spot/2025_12_21_IMG (55).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (54).JPG,Algal leaf spot,Algal leaf spot,train,val,D,268.924071,,
pair_f20cb0410383cb2b0ae6,dataset/train/Healthy leaf/2025_11_21_IMG (270).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,train,val,D,268.844951,,
pair_c5af1faed0f0f19317b5,dataset/train/Healthy leaf/2025_11_21_IMG (263).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,train,val,D,268.761177,,
pair_b75ccc5d25ee75ff0c88,dataset/train/Algal leaf spot/2025_12_21_IMG (261).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (260).JPG,Algal leaf spot,Algal leaf spot,train,val,D,268.595191,,
pair_1d4401a1cb0ca7c531cc,dataset/train/Healthy leaf/2025_11_21_IMG (268).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,train,val,D,268.443906,,
pair_f615ff6690b2e1b63bba,dataset/train/Algal leaf spot/2025_12_21_IMG (247).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (248).JPG,Algal leaf spot,Algal leaf spot,train,val,D,268.330104,,
pair_ea1d4e63769bb69f1cbd,dataset/train/Algal leaf spot/2025_12_21_IMG (240).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (239).JPG,Algal leaf spot,Algal leaf spot,train,val,D,268.184823,,
pair_ae4074795be58a059f59,dataset/train/Black spot/2025_12_20_IMG (25).JPG,dataset/val/Black spot/2025_12_20_IMG (196).JPG,Black spot,Black spot,train,val,D,268.053652,,
pair_587bf6ab7be59a338965,dataset/train/Citrus canker/2025_12_21_IMG (566).JPG,dataset/val/Citrus canker/2025_12_21_IMG (565).JPG,Citrus canker,Citrus canker,train,val,D,267.948896,,
pair_ac8b1ba87464e7f85b33,dataset/train/Algal leaf spot/2025_12_21_IMG (69).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (68).JPG,Algal leaf spot,Algal leaf spot,train,val,D,267.88635,,
pair_cdcae3746997f6828234,dataset/train/Black spot/2025_12_20_IMG (109).JPG,dataset/val/Black spot/2025_12_20_IMG (106).JPG,Black spot,Black spot,train,val,D,267.821086,,
pair_1a6d0d6e980b68f17ac7,dataset/train/Healthy leaf/2025_11_21_IMG (280).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (277).JPG,Healthy leaf,Healthy leaf,train,val,D,267.710798,,
pair_5636cdcf5f57a60ef888,dataset/train/Citrus pest/2025_12_20_IMG (235).JPG,dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,Citrus pest,Citrus pest,train,val,D,267.68133,,
pair_f3aafc290bc57d39ce42,dataset/train/Citrus canker/2025_12_21_IMG (516).JPG,dataset/val/Citrus canker/2025_12_21_IMG (517).JPG,Citrus canker,Citrus canker,train,val,D,267.648775,,
pair_445a0f7690093d6afb70,dataset/train/Algal leaf spot/2025_12_21_IMG (14).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (15).JPG,Algal leaf spot,Algal leaf spot,train,val,D,267.584387,,
pair_00df8f69c2d2cb3e7ad9,dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,Healthy leaf,Healthy leaf,train,val,D,267.566172,,
pair_faf4bff5e4686d06eb45,dataset/train/Greening/2025_12_21_IMG (286).JPG,dataset/val/Greening/2025_12_21_IMG (284).JPG,Greening,Greening,train,val,D,267.503854,,
pair_734855891135c949c3ff,dataset/train/Healthy leaf/2025_11_21_IMG (222).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (221).JPG,Healthy leaf,Healthy leaf,train,val,D,267.431168,,
pair_fe62a65e519beed1cbb2,dataset/train/Algal leaf spot/2025_12_21_IMG (144).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (145).JPG,Algal leaf spot,Algal leaf spot,train,val,D,267.389998,,
pair_b3b009b8b06833f7c41c,dataset/train/Algal leaf spot/2025_12_21_IMG (270).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (267).JPG,Algal leaf spot,Algal leaf spot,train,val,D,267.368885,,
pair_6a800c615088bd8c3d50,dataset/train/Greening/2025_12_21_IMG (96).JPG,dataset/val/Greening/2025_12_21_IMG (95).JPG,Greening,Greening,train,val,D,267.174006,,
pair_8b0d4569d57d3b131d6e,dataset/train/Black spot/2025_12_20_IMG (43).JPG,dataset/val/Black spot/2025_12_20_IMG (44).JPG,Black spot,Black spot,train,val,D,267.163953,,
pair_9bb8b53d212c2df3cc36,dataset/train/Citrus pest/2025_12_20_IMG (259).JPG,dataset/val/Citrus pest/2025_12_20_IMG (258).JPG,Citrus pest,Citrus pest,train,val,D,267.034661,,
pair_0575cdf539066452befb,dataset/train/Black spot/2025_12_20_IMG (24).JPG,dataset/val/Black spot/2025_12_20_IMG (196).JPG,Black spot,Black spot,train,val,D,267.033048,,
pair_ec7f1b8ca16befb25e06,dataset/train/Greening/2025_12_21_IMG (261).JPG,dataset/val/Greening/2025_12_21_IMG (262).JPG,Greening,Greening,train,val,D,266.869001,,
pair_b9a39cdee8d1921c1aed,dataset/train/Algal leaf spot/2025_12_21_IMG (125).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,D,266.755207,,
pair_12578d514ead7c3758be,dataset/train/Citrus canker/2025_12_21_IMG (551).JPG,dataset/val/Citrus canker/2025_12_21_IMG (550).JPG,Citrus canker,Citrus canker,train,val,D,266.720486,,
pair_edf337def548aeb39086,dataset/train/Algal leaf spot/2025_12_21_IMG (75).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (74).JPG,Algal leaf spot,Algal leaf spot,train,val,D,266.719767,,
pair_e233689383da05b9ca5a,dataset/train/Citrus pest/2025_12_20_IMG (305).JPG,dataset/val/Citrus pest/2025_12_20_IMG (306).JPG,Citrus pest,Citrus pest,train,val,D,266.689718,,
pair_f6aa25809b8bea7023a7,dataset/train/Healthy leaf/2025_11_21_IMG (265).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,train,val,D,266.659684,,
pair_02c7c878af72474ea066,dataset/train/Algal leaf spot/2025_12_21_IMG (75).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (73).JPG,Algal leaf spot,Algal leaf spot,train,val,D,266.48732,,
pair_45d70f8337a3cbc0d67f,dataset/train/Black spot/2025_12_20_IMG (108).JPG,dataset/val/Black spot/2025_12_20_IMG (106).JPG,Black spot,Black spot,train,val,D,266.432008,,
pair_19d9b38359f3f5180ffc,dataset/train/Black spot/2025_12_20_IMG (177).JPG,dataset/val/Black spot/2025_12_20_IMG (178).JPG,Black spot,Black spot,train,val,D,266.239604,,
pair_3c8cab705c499a30b007,dataset/train/Algal leaf spot/2025_12_21_IMG (124).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (130).JPG,Algal leaf spot,Algal leaf spot,train,val,D,266.187536,,
pair_90ed18127e243d7e138c,dataset/train/Citrus pest/2025_12_20_IMG (52).JPG,dataset/val/Citrus pest/2025_12_20_IMG (51).JPG,Citrus pest,Citrus pest,train,val,D,264.733557,,
pair_93fef8229505e9a0c644,dataset/train/Citrus canker/2025_12_21_IMG (508).JPG,dataset/val/Citrus canker/2025_12_21_IMG (391).JPG,Citrus canker,Citrus canker,train,val,D,264.62323,,
pair_1d2cb0c64629fced9993,dataset/train/Healthy leaf/2025_11_21_IMG (285).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,train,val,D,263.731303,,
pair_044b774b99563ba51023,dataset/train/Algal leaf spot/2025_12_21_IMG (66).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (65).JPG,Algal leaf spot,Algal leaf spot,train,val,D,262.490986,,
pair_2a1182a035b65397dee7,dataset/train/Black spot/2025_12_20_IMG (173).JPG,dataset/val/Black spot/2025_12_20_IMG (191).JPG,Black spot,Black spot,train,val,D,262.265933,,
pair_575d329fcc737686d64d,dataset/train/Greening/2025_12_21_IMG (243).JPG,dataset/val/Greening/2025_12_21_IMG (249).JPG,Greening,Greening,train,val,D,261.281855,,
pair_e893d266cd29324797e7,dataset/train/Citrus pest/2025_12_20_IMG (307).JPG,dataset/val/Citrus pest/2025_12_20_IMG (306).JPG,Citrus pest,Citrus pest,train,val,D,261.248858,,
pair_0662c795d4de77ae2d63,dataset/train/Citrus pest/2025_12_20_IMG (274).JPG,dataset/val/Citrus pest/2025_12_20_IMG (275).JPG,Citrus pest,Citrus pest,train,val,D,260.971193,,
pair_da5d5600e08a27c3158a,dataset/train/Greening/2025_12_21_IMG (269).JPG,dataset/val/Greening/2025_12_21_IMG (270).JPG,Greening,Greening,train,val,D,259.908197,,
pair_9af1863e1b92a337839d,dataset/train/Citrus canker/2025_12_21_IMG (208).JPG,dataset/val/Black spot/2025_12_20_IMG (145).JPG,Citrus canker,Black spot,train,val,D,259.556334,,
pair_515575c7d474e98ea229,dataset/train/Greening/2025_12_21_IMG (268).JPG,dataset/val/Greening/2025_12_21_IMG (267).JPG,Greening,Greening,train,val,D,257.065586,,
pair_4ff2b5b3861dd037b047,dataset/train/Black spot/2025_12_20_IMG (326).JPG,dataset/val/Black spot/2025_12_20_IMG (327).JPG,Black spot,Black spot,train,val,D,256.427018,,
pair_3e0d5138e758a6cf5c20,dataset/train/Citrus canker/2025_12_21_IMG (461).JPG,dataset/val/Citrus canker/2025_12_21_IMG (462).JPG,Citrus canker,Citrus canker,train,val,D,255.197452,,
pair_82919692541692c93042,dataset/train/Healthy leaf/2025_11_21_IMG (210).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,train,val,D,250.912068,,
pair_ee50cf62faea331b5e37,dataset/train/Healthy leaf/2025_11_21_IMG (210).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,Healthy leaf,Healthy leaf,train,val,D,249.85219,,
pair_7e8b3238e58fa02836f8,dataset/train/Healthy leaf/2025_11_21_IMG (237).JPG,dataset/val/Greening/2025_12_21_IMG (27).JPG,Healthy leaf,Greening,train,val,D,243.95438,,
pair_22c7ab5b4f57d61ea118,dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (246).JPG,Citrus canker,Healthy leaf,train,val,D,242.329048,,
pair_4a106ed24980ad9f0329,dataset/train/Citrus canker/2025_12_21_IMG (401).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (245).JPG,Citrus canker,Healthy leaf,train,val,D,241.964731,,
pair_795fdb3ca345e6dbf529,dataset/test/Healthy leaf/2025_11_21_IMG (135).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (136).JPG,Healthy leaf,Healthy leaf,test,val,A,189,SAME_SOURCE,Auto-prefilled from very strong multi-metric similarity; same class/capture sequence. Requires spot-check.
pair_9e052a675ff59a6f924d,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,Healthy leaf,Healthy leaf,test,val,B,188.611481,SAME_SOURCE,Auto-prefilled from very strong multi-metric similarity; same class/capture sequence. Requires spot-check.
pair_a6d73b1f3bf2e34b6d59,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,Healthy leaf,Healthy leaf,test,val,B,188.427801,SAME_SOURCE,Auto-prefilled from very strong multi-metric similarity; same class/capture sequence. Requires spot-check.
pair_7742b8ed6b9af61880ec,dataset/test/Healthy leaf/2025_11_21_IMG (266).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,test,val,C,187.099321,,
pair_2ab4b310c67a44fbd521,dataset/test/Black spot/2025_12_20_IMG (146).JPG,dataset/val/Black spot/2025_12_20_IMG (145).JPG,Black spot,Black spot,test,val,C,187.096086,,
pair_021e590b68270277af24,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,Healthy leaf,Healthy leaf,test,val,C,187.029306,,
pair_7c40997e40bdfcd1bf01,dataset/test/Algal leaf spot/2025_12_21_IMG (206).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (205).JPG,Algal leaf spot,Algal leaf spot,test,val,C,186.979309,,
pair_c71647e926464533c2ac,dataset/test/Black spot/2025_12_20_IMG (258).JPG,dataset/val/Black spot/2025_12_20_IMG (257).JPG,Black spot,Black spot,test,val,C,186.798932,,
pair_03e5a3d5d1e6220df31f,dataset/test/Algal leaf spot/2025_12_21_IMG (146).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (145).JPG,Algal leaf spot,Algal leaf spot,test,val,C,186.618815,,
pair_11d969dc2b7c8b39ac85,dataset/test/Black spot/2025_12_20_IMG (112).JPG,dataset/val/Black spot/2025_12_20_IMG (111).JPG,Black spot,Black spot,test,val,C,186.488415,,
pair_67df1f10cff05fed3c38,dataset/test/Greening/2025_12_21_IMG (56).JPG,dataset/val/Greening/2025_12_21_IMG (57).JPG,Greening,Greening,test,val,C,185.692018,,
pair_edab64f1705a2cb940cd,dataset/test/Black spot/2025_12_20_IMG (110).JPG,dataset/val/Black spot/2025_12_20_IMG (111).JPG,Black spot,Black spot,test,val,C,185.673156,,
pair_e8e1140a025d0fd8ff05,dataset/test/Algal leaf spot/2025_12_21_IMG (256).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (257).JPG,Algal leaf spot,Algal leaf spot,test,val,C,185.45384,,
pair_322a8c0b7d1360c3ae63,dataset/test/Healthy leaf/2025_11_21_IMG (292).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (291).JPG,Healthy leaf,Healthy leaf,test,val,B,185.289569,,
pair_e5673496b0c8a90469c6,dataset/test/Citrus pest/2025_12_20_IMG (220).JPG,dataset/val/Citrus pest/2025_12_20_IMG (221).JPG,Citrus pest,Citrus pest,test,val,C,185.236644,,
pair_1cc68c7cb36aaa80379e,dataset/test/Citrus pest/2025_12_20_IMG (399).JPG,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,Citrus pest,Citrus pest,test,val,C,185.202451,,
pair_56140884d0bd3be8ea24,dataset/test/Citrus canker/2025_12_21_IMG (352).JPG,dataset/val/Citrus canker/2025_12_21_IMG (350).JPG,Citrus canker,Citrus canker,test,val,C,184.168483,,
pair_87f5e09f5eb42cc44741,dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,Algal leaf spot,Algal leaf spot,test,val,C,183.321152,,
pair_b9a454bde75f67ffe595,dataset/test/Healthy leaf/2025_11_21_IMG (110).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (109).JPG,Healthy leaf,Healthy leaf,test,val,C,183.258852,,
pair_88173863bf73b4644b59,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (257).JPG,Healthy leaf,Healthy leaf,test,val,C,182.997537,,
pair_7e97707304541632353e,dataset/test/Citrus pest/2025_12_20_IMG (234).JPG,dataset/val/Citrus pest/2025_12_20_IMG (232).JPG,Citrus pest,Citrus pest,test,val,C,182.975135,,
pair_7fc7e0a04a78d727efe2,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,Healthy leaf,Healthy leaf,test,val,C,182.769289,,
pair_d51b52eee7edec5547fb,dataset/test/Black spot/2025_12_20_IMG (220).JPG,dataset/val/Black spot/2025_12_20_IMG (221).JPG,Black spot,Black spot,test,val,C,182.745582,,
pair_0f04a673d903ffa917ef,dataset/test/Black spot/2025_12_20_IMG (310).JPG,dataset/val/Black spot/2025_12_20_IMG (311).JPG,Black spot,Black spot,test,val,C,182.383891,,
pair_3a7dad3b2e0b23aba530,dataset/test/Algal leaf spot/2025_12_21_IMG (220).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (221).JPG,Algal leaf spot,Algal leaf spot,test,val,C,180.948824,,
pair_b578e67c5b8d130c13dc,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,test,val,C,180.824553,,
pair_4c7f491bb44be5f79132,dataset/test/Healthy leaf/2025_11_21_IMG (254).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,test,val,C,180.44055,,
pair_a5b22e54009fedda1668,dataset/test/Healthy leaf/2025_11_21_IMG (258).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (253).JPG,Healthy leaf,Healthy leaf,test,val,C,180.185123,,
pair_08f57212f9dcfb98e654,dataset/test/Healthy leaf/2025_11_21_IMG (93).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (94).JPG,Healthy leaf,Healthy leaf,test,val,C,180.100726,,
pair_35ba57bb290b4bbc50c6,dataset/test/Healthy leaf/2025_11_21_IMG (256).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (251).JPG,Healthy leaf,Healthy leaf,test,val,C,179.728936,,
pair_c84a2ed1650819c9402d,dataset/test/Healthy leaf/2025_11_21_IMG (2).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (299).JPG,Healthy leaf,Healthy leaf,test,val,C,179.281112,,
pair_bfa5900219ccb1a646d7,dataset/test/Citrus pest/2025_12_20_IMG (320).JPG,dataset/val/Citrus pest/2025_12_20_IMG (321).JPG,Citrus pest,Citrus pest,test,val,D,175.873564,,
pair_dfb06026210dc5db8196,dataset/test/Black spot/2025_12_20_IMG (256).JPG,dataset/val/Black spot/2025_12_20_IMG (257).JPG,Black spot,Black spot,test,val,D,175.311302,,
pair_cc68d4dfd911daddabbd,dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (136).JPG,Algal leaf spot,Algal leaf spot,test,val,D,175.255628,,
pair_ce0de8d5baa5d54df290,dataset/test/Algal leaf spot/2025_12_21_IMG (254).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (253).JPG,Algal leaf spot,Algal leaf spot,test,val,D,174.771922,,
pair_eb134a3214eee6e9a02e,dataset/test/Black spot/2025_12_20_IMG (11).JPG,dataset/val/Black spot/2025_12_20_IMG (12).JPG,Black spot,Black spot,test,val,D,174.175597,,
pair_5e46c10fcbd3409ab75a,dataset/test/Algal leaf spot/2025_12_21_IMG (292).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (293).JPG,Algal leaf spot,Algal leaf spot,test,val,D,173.49612,,
pair_a01e87dfd4ab1f162db6,dataset/test/Healthy leaf/2025_11_21_IMG (146).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (147).JPG,Healthy leaf,Healthy leaf,test,val,D,172.838356,,
pair_942541538943ff9a2244,dataset/test/Black spot/2025_12_20_IMG (170).JPG,dataset/val/Black spot/2025_12_20_IMG (171).JPG,Black spot,Black spot,test,val,D,172.747203,,
pair_6227edf813d481a7f6bd,dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,Algal leaf spot,Algal leaf spot,test,val,D,172.201351,,
pair_0b805db0338dd8557dd7,dataset/test/Black spot/2025_12_20_IMG (266).JPG,dataset/val/Black spot/2025_12_20_IMG (267).JPG,Black spot,Black spot,test,val,D,172.196389,,
pair_cd6678ec57fa599c481a,dataset/test/Citrus canker/2025_12_21_IMG (542).JPG,dataset/val/Citrus canker/2025_12_21_IMG (543).JPG,Citrus canker,Citrus canker,test,val,D,172.191281,,
pair_937c91557190ead12a52,dataset/test/Citrus pest/2025_12_20_IMG (215).JPG,dataset/val/Citrus pest/2025_12_20_IMG (213).JPG,Citrus pest,Citrus pest,test,val,D,171.061051,,
pair_c7e0a590e8cbeac564e0,dataset/test/Black spot/2025_12_20_IMG (172).JPG,dataset/val/Black spot/2025_12_20_IMG (174).JPG,Black spot,Black spot,test,val,D,170.925981,,
pair_ed31fd62e792a65c254b,dataset/test/Citrus canker/2025_12_21_IMG (342).JPG,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,Citrus canker,Citrus canker,test,val,D,170.067714,,
pair_79c7717ba570d43e8510,dataset/test/Citrus canker/2025_12_21_IMG (564).JPG,dataset/val/Citrus canker/2025_12_21_IMG (565).JPG,Citrus canker,Citrus canker,test,val,D,169.80513,,
pair_dcade5674e76322da694,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (261).JPG,Healthy leaf,Healthy leaf,test,val,D,169.798412,,
pair_41aa39aa442ee7705fde,dataset/test/Algal leaf spot/2025_12_21_IMG (110).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (111).JPG,Algal leaf spot,Algal leaf spot,test,val,D,169.572383,,
pair_e66a4eb72c25805cfae1,dataset/test/Citrus pest/2025_12_20_IMG (42).JPG,dataset/val/Citrus pest/2025_12_20_IMG (41).JPG,Citrus pest,Citrus pest,test,val,D,168.882779,,
pair_35bf3fb03e4cba04f9f3,dataset/test/Greening/2025_12_21_IMG (266).JPG,dataset/val/Greening/2025_12_21_IMG (267).JPG,Greening,Greening,test,val,D,168.879161,,
pair_667209bbd0e403137403,dataset/test/Healthy leaf/2025_11_21_IMG (264).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (260).JPG,Healthy leaf,Healthy leaf,test,val,D,168.795369,,
pair_d757590388c3403120a8,dataset/test/Citrus canker/2025_12_21_IMG (437).JPG,dataset/val/Citrus canker/2025_12_21_IMG (438).JPG,Citrus canker,Citrus canker,test,val,D,168.393492,,
pair_7e7fbf38cac2d02e1345,dataset/test/Healthy leaf/2025_11_21_IMG (274).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (267).JPG,Healthy leaf,Healthy leaf,test,val,D,167.704182,,
pair_dccb59ccf92d4ec994ea,dataset/test/Citrus canker/2025_12_21_IMG (344).JPG,dataset/val/Citrus canker/2025_12_21_IMG (340).JPG,Citrus canker,Citrus canker,test,val,D,167.116571,,
pair_e482c012c0c836d3588a,dataset/test/Black spot/2025_12_20_IMG (190).JPG,dataset/val/Black spot/2025_12_20_IMG (191).JPG,Black spot,Black spot,test,val,D,166.47402,,
pair_c7b3af3e905f161dcca0,dataset/test/Black spot/2025_12_20_IMG (150).JPG,dataset/val/Black spot/2025_12_20_IMG (151).JPG,Black spot,Black spot,test,val,D,162.238522,,
