filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap,saved_decision,new_split_a,new_split_b
dataset/train/Citrus pest/2025_12_20_IMG (372).JPG,dataset/val/Citrus pest/2025_12_20_IMG (370).JPG,audit_near_candidate,True,False,1.0,1,69cb9e9c90b26326,69cb969c90b26336,2,0.017161650583148,0.95361328125,C,probable near duplicate,requires human verification,2025_12_20_IMG (372).JPG,Citrus pest,train,fb633db865db8592e84560e0097bd0265e94b012184ed13a638d7fd8541252ca,2025_12_20_IMG (370).JPG,Citrus pest,val,179859fd82abf9ddcafd90fe43efe94c2eacc644588b7f787fc22ed277842d5d,True,train-val,Citrus pest,True,2.0,,test,train
dataset/train/Citrus pest/2025_12_20_IMG (378).JPG,dataset/train/Citrus pest/2025_12_20_IMG (379).JPG,filename_neighbor,False,True,,2,716c9236cb92c993,712c9236cb92cd99,4,0.0175382327288389,0.9525553385416666,C,probable near duplicate,requires human verification,2025_12_20_IMG (378).JPG,Citrus pest,train,61b0e6a3c3335826985153553388e78c4aa9dd0df7d78ca631b7584596a38b67,2025_12_20_IMG (379).JPG,Citrus pest,train,5ee69ca1be7b5b58800b24137a395f6be785f64b9f085f58c0d5aff47df274e3,False,train,Citrus pest,True,1.0,,train,val
dataset/train/Citrus pest/2025_12_20_IMG (384).JPG,dataset/train/Citrus pest/2025_12_20_IMG (385).JPG,filename_neighbor,False,True,,1,2ff0d483528f3970,2ff0d4825a8f2974,4,0.0237074885517358,0.9690755208333334,C,probable near duplicate,requires human verification,2025_12_20_IMG (384).JPG,Citrus pest,train,d8430a1e8625b3a9360baee230eedfd5653643d9bf42903a31cdc9ce6dc66be9,2025_12_20_IMG (385).JPG,Citrus pest,train,54067a30b727855f98c9ac6bccfcc23981c0c1bad142e3e9d8a8c921da88754e,False,train,Citrus pest,True,1.0,,train,val
dataset/train/Citrus pest/2025_12_20_IMG (385).JPG,dataset/train/Citrus pest/2025_12_20_IMG (386).JPG,filename_neighbor,False,True,,1,2ff0d4825a8f2974,2ff4d4805a8f2d70,4,0.0145128034055233,0.9676106770833334,C,probable near duplicate,requires human verification,2025_12_20_IMG (385).JPG,Citrus pest,train,54067a30b727855f98c9ac6bccfcc23981c0c1bad142e3e9d8a8c921da88754e,2025_12_20_IMG (386).JPG,Citrus pest,train,f8a9abf588f249d36a878201a3ad6f47f097ce679be87717f5992063fb68e508,False,train,Citrus pest,True,1.0,,val,train
dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,dataset/train/Citrus pest/2025_12_20_IMG (397).JPG,filename_neighbor,False,True,,0,753dc260de879886,753dc260ce979886,2,0.0190078634768724,0.968017578125,C,probable near duplicate,requires human verification,2025_12_20_IMG (396).JPG,Citrus pest,train,e79342e52f2c82c7c1843746abcb548aef80d34020a28b0e62a98cd4539597a8,2025_12_20_IMG (397).JPG,Citrus pest,train,29f2fdce061a19d2ef1ddf87fe4a53950fd38256fe73c7363c5f922ec2d8036d,False,train,Citrus pest,True,1.0,,test,train
dataset/train/Citrus pest/2025_12_20_IMG (396).JPG,dataset/val/Citrus pest/2025_12_20_IMG (398).JPG,audit_near_candidate,True,False,2.0,2,753dc260de879886,353cc2e0ce979c86,6,0.0272732209414243,0.9585774739583334,C,probable near duplicate,requires human verification,2025_12_20_IMG (396).JPG,Citrus pest,train,e79342e52f2c82c7c1843746abcb548aef80d34020a28b0e62a98cd4539597a8,2025_12_20_IMG (398).JPG,Citrus pest,val,db31347ab069e9b527ef18523d75a921db01a99fbc2fa4906bc2cb76e4c5ab2f,True,train-val,Citrus pest,True,2.0,,test,train
dataset/train/Citrus pest/2025_12_20_IMG (64).JPG,dataset/train/Citrus pest/2025_12_20_IMG (65).JPG,filename_neighbor,False,True,,7,6be1952cd2c68d34,6bc3952cd28798b4,8,0.0520316362380981,0.9522298177083334,D,visually similar but uncertain,requires human verification,2025_12_20_IMG (64).JPG,Citrus pest,train,840eaa946757ea33462db86c4e76c4000f4f05ac58f070e0abf6f3d05d9b6151,2025_12_20_IMG (65).JPG,Citrus pest,train,a0b66c63d73b10a6a04866f9fd16c1c01ec6a8f9d06ff174956164e558444861,False,train,Citrus pest,True,1.0,,train,test
dataset/train/Greening/2025_12_21_IMG (13).JPG,dataset/train/Greening/2025_12_21_IMG (14).JPG,filename_neighbor,False,True,,1,2a95d0dacb613536,2a95d0dacb603537,2,0.0108056962490081,0.9772135416666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (13).JPG,Greening,train,76e8befd34b1bd2315ae0e8078930a93af8908636a34e2f9a5e9342f5475b3fb,2025_12_21_IMG (14).JPG,Greening,train,3a5286eb1f6d238a9baf32256a97c846f0fec70682af8aa397aad44ed0255309,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (14).JPG,dataset/val/Greening/2025_12_21_IMG (12).JPG,audit_near_candidate,True,False,6.0,6,2a95d0dacb603537,2a95d0dacb613536,2,0.032874409109354,0.9615885416666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (14).JPG,Greening,train,3a5286eb1f6d238a9baf32256a97c846f0fec70682af8aa397aad44ed0255309,2025_12_21_IMG (12).JPG,Greening,val,64e78bcc7bcdfa4f63ed20b0eff72b3f82cb0d92bfece4b067153225e4d9a8f1,True,train-val,Greening,True,2.0,,train,val
dataset/train/Greening/2025_12_21_IMG (15).JPG,dataset/val/Greening/2025_12_21_IMG (16).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,2bd5d04a0f29d687,2bd5d04a0f69d782,4,0.0137315532192587,0.9515787760416666,C,probable near duplicate,requires human verification,2025_12_21_IMG (15).JPG,Greening,train,2296acce3c8f8c51d60494183c99e5bd8a200b6bcf2ad4616b7d3212b47a3ce8,2025_12_21_IMG (16).JPG,Greening,val,fb4b8e579d2502ccde698f38da6cc871a9979da1f5eec74aa619b26fa42b4952,True,train-val,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (160).JPG,dataset/train/Greening/2025_12_21_IMG (161).JPG,filename_neighbor,False,True,,13,3684d28ecb98cfc8,249dd28ccf98ccc9,10,0.0623046904802322,0.939697265625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (160).JPG,Greening,train,424ff34eed4d91844c20cd629f36e30e097ee612e1ccf77e8787f8609a999519,2025_12_21_IMG (161).JPG,Greening,train,8aec75c1f68280fa777c2451bcbb1657a3d5cf621f24414d5475dc7064fbbe67,False,train,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (192).JPG,dataset/train/Greening/2025_12_21_IMG (193).JPG,filename_neighbor,False,True,,15,6df196928e999a09,65f4869a9e999849,8,0.0588691644370555,0.8369954427083334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (192).JPG,Greening,train,b8f3703cf2674daab4ecaaf18cff15041173c08b2dd0fe21c6208b01f3459be2,2025_12_21_IMG (193).JPG,Greening,train,4ed1cf88fd7ea65643a8b98472b5e1030348e1df6f645eb645a2d84330494552,False,train,Greening,True,1.0,,train,test
dataset/train/Greening/2025_12_21_IMG (24).JPG,dataset/train/Greening/2025_12_21_IMG (25).JPG,filename_neighbor,False,True,,5,2a95c57a2f2190cf,2a95d46a0f2592cf,6,0.0250051077455282,0.9139811197916666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (24).JPG,Greening,train,501a3e1d001118ea2ac70468a005bcd91efd67c3a0e756bd773e46fcb166cb48,2025_12_21_IMG (25).JPG,Greening,train,ce6de95ba6b4c64313fea4ac8423dbd7950f1cee8ce2d292eba66099046ebe46,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (240).JPG,dataset/train/Greening/2025_12_21_IMG (241).JPG,filename_neighbor,False,True,,11,3ec081af9a90bdb1,3ee880afca929c99,10,0.0643497183918953,0.919921875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (240).JPG,Greening,train,cac479a785c16e46964cdb1f72440f42c6653c510c29329fb60986191440bae3,2025_12_21_IMG (241).JPG,Greening,train,4b0befa2247af920eaad7d6299f751f956ccb346d3295840ed457dfef91a69de,False,train,Greening,True,1.0,,train,test
dataset/train/Greening/2025_12_21_IMG (243).JPG,dataset/val/Greening/2025_12_21_IMG (244).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,3de5b0c2c3868f0e,2ce3b2c6c3868f0e,6,0.0301901455968618,0.96875,C,probable near duplicate,requires human verification,2025_12_21_IMG (243).JPG,Greening,train,0f8a956fff64019cbe31130a4869ef3c6c577ecfc91b5522c0f2a59d9f047a67,2025_12_21_IMG (244).JPG,Greening,val,fe71b7f2fa965a2c8b87ca6c835c5ca467b4830981c3c503579caea75a2fa763,True,train-val,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (245).JPG,dataset/val/Greening/2025_12_21_IMG (244).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,3ce5b286c3868f0e,2ce3b2c6c3868f0e,4,0.0109298406168818,0.9733072916666666,C,probable near duplicate,requires human verification,2025_12_21_IMG (245).JPG,Greening,train,543728287a5a6465b07a2cc1e068403bfb75e84e9ad9a0cf865761475a45bff7,2025_12_21_IMG (244).JPG,Greening,val,fe71b7f2fa965a2c8b87ca6c835c5ca467b4830981c3c503579caea75a2fa763,True,train-val,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (246).JPG,dataset/train/Greening/2025_12_21_IMG (247).JPG,filename_neighbor,False,True,,3,2a95c15a1de5f690,2e95c05a1de0f695,6,0.0213228911161422,0.9619954427083334,C,probable near duplicate,requires human verification,2025_12_21_IMG (246).JPG,Greening,train,9054b68967883b6772a311320c09b71eccbfccb6e136b7df309413d202656930,2025_12_21_IMG (247).JPG,Greening,train,e97154919b42b2b15f03f86577f934b0c55dbb6e75f7b044891d1d651c5e0f7d,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (268).JPG,dataset/train/Greening/2025_12_21_IMG (269).JPG,filename_neighbor,False,True,,4,38b690cacb8dc5cc,38b690d8cb8d8dcc,4,0.042464192956686,0.9442545572916666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (268).JPG,Greening,train,7041b109124210c7a8c73846eae1204ed82368d298c9e06e22168c0ca60f4b0d,2025_12_21_IMG (269).JPG,Greening,train,a86170657a69eb413ec67725bf671ef77abd4223673c99b16eb7d191a274cc55,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (268).JPG,dataset/val/Greening/2025_12_21_IMG (267).JPG,filename_neighbor,False,True,,19,38b690cacb8dc5cc,3f92d0d8c98dc4cc,10,0.0943972095847129,0.9059244791666666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (268).JPG,Greening,train,7041b109124210c7a8c73846eae1204ed82368d298c9e06e22168c0ca60f4b0d,2025_12_21_IMG (267).JPG,Greening,val,f4a185627d59e3251d8fb659895873b6c8ea149c6aa4bb4759c3cd54ba4151b8,True,train-val,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (282).JPG,dataset/val/Greening/2025_12_21_IMG (281).JPG,filename_neighbor,False,True,,8,3ee0a4e587cf0c8c,3ee0b4e583c7098e,6,0.031487438827753,0.904541015625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (282).JPG,Greening,train,1aeeab6d90ffd85e0d31dcb4e22e2c82899f9d49049056476a1756dc0b0199d1,2025_12_21_IMG (281).JPG,Greening,val,13ced4c440a3d863d52f61ac2b42bb792e5968fe28755a12bcb78b523cb65a19,True,train-val,Greening,True,1.0,,test,train
dataset/train/Greening/2025_12_21_IMG (285).JPG,dataset/train/Greening/2025_12_21_IMG (286).JPG,filename_neighbor,False,True,,2,2aea816fda96cc90,2bea816fca96cc90,2,0.0210822615772485,0.965087890625,C,probable near duplicate,requires human verification,2025_12_21_IMG (285).JPG,Greening,train,5e1e6c2618f9a80bf659468d6a948e0991d7770ac088f8ba7ba5b0db9ff3f345,2025_12_21_IMG (286).JPG,Greening,train,5822fe7a21a6a95d947e3abb36cadf7e268d734c78444599451e36ef7e349ec0,False,train,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (286).JPG,dataset/val/Greening/2025_12_21_IMG (284).JPG,audit_near_candidate,True,False,6.0,6,2bea816fca96cc90,2bea8065cb96cc9a,6,0.0485472828149795,0.9620768229166666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (286).JPG,Greening,train,5822fe7a21a6a95d947e3abb36cadf7e268d734c78444599451e36ef7e349ec0,2025_12_21_IMG (284).JPG,Greening,val,05d5f37d54987aa627f484d5d98acfa4a486061ced54383c11ff939d59b9b7e7,True,train-val,Greening,True,2.0,,val,train
dataset/train/Greening/2025_12_21_IMG (301).JPG,dataset/train/Greening/2025_12_21_IMG (302).JPG,filename_neighbor,False,True,,8,3cf7d1d8c148cf04,3ccdd1b8c148cf34,8,0.0275039579719305,0.8113606770833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (301).JPG,Greening,train,5e3498fa44909f0f3edce4f846425ace8c2e2834af80ff651429a2865579496d,2025_12_21_IMG (302).JPG,Greening,train,d828c2a3c084f71281c606c9f88daced74ca47c60aa47a446ea283ae564a953a,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (312).JPG,dataset/train/Greening/2025_12_21_IMG (313).JPG,filename_neighbor,False,True,,7,3e9f86f0984d914c,2f1fc3e0d865d04c,12,0.0416200757026672,0.8733723958333334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (312).JPG,Greening,train,b6d6361f090f7223d14c7f4587b4042044aaf8048280a4f0df37131c2fa90aa6,2025_12_21_IMG (313).JPG,Greening,train,3dd980572dafb6ead0534647681c45cdb6c7ffd242115fc5a406cd539540cd24,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (32).JPG,dataset/train/Greening/2025_12_21_IMG (33).JPG,filename_neighbor,False,True,,4,2ac5d54a0aa577d2,2ad5d54a08a577d2,2,0.018738193437457,0.95263671875,C,probable near duplicate,requires human verification,2025_12_21_IMG (32).JPG,Greening,train,2ed0752dd030240d7fdfc2509b2e473c466768cc64a4f1a48f36e1d931dfb9ac,2025_12_21_IMG (33).JPG,Greening,train,14c0a14a6108c5d8ce2db65376f6d0a58f2d98864b5e600de98b0fa7334c414d,False,train,Greening,True,1.0,,train,test
dataset/train/Greening/2025_12_21_IMG (34).JPG,dataset/train/Greening/2025_12_21_IMG (35).JPG,filename_neighbor,False,True,,0,2de1f0c7c296960e,2d69f0c5c3879706,8,0.0273223668336868,0.9510091145833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (34).JPG,Greening,train,349fa12bdcf03a4bc6eb18f23979c67211a7c2951ce32cbe2e7818e30201ab10,2025_12_21_IMG (35).JPG,Greening,train,da7cd04577dbc20eb3e22ea1818cdfbb47b2d6a2f2b78f98aa95512b49fd939f,False,train,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (340).JPG,dataset/train/Greening/2025_12_21_IMG (341).JPG,filename_neighbor,False,True,,5,7be0819fb8b0b1a1,7ae0859fb8b0b521,4,0.0210321564227342,0.9047037760416666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (340).JPG,Greening,train,b9d65ffd08dc80b730b776dcda262f2f919d82026c95f5f4719d5b48e571a288,2025_12_21_IMG (341).JPG,Greening,train,9bfaf587ba776abe4a58e74af663f66049c688dbd707e3a0e72b7b7276ad7893,False,train,Greening,True,1.0,,test,train
dataset/train/Greening/2025_12_21_IMG (36).JPG,dataset/train/Greening/2025_12_21_IMG (37).JPG,filename_neighbor,False,True,,1,2969e7c7c686960c,29e1e6cec696960c,6,0.0217326637357473,0.9746907552083334,C,probable near duplicate,requires human verification,2025_12_21_IMG (36).JPG,Greening,train,54bce157e48eb403bedd06db86cb74d238b6b755f076a249450ff2c0d58c949c,2025_12_21_IMG (37).JPG,Greening,train,136b8e0a1df50b86812061c1f5b4d62178d8fc7caea099913168e556bae4a9e1,False,train,Greening,True,1.0,,val,train
dataset/train/Greening/2025_12_21_IMG (39).JPG,dataset/train/Greening/2025_12_21_IMG (40).JPG,filename_neighbor,False,True,,2,2a95d1dacf60b426,2a95d1dacf60b426,0,0.0165249705314636,0.968017578125,C,probable near duplicate,requires human verification,2025_12_21_IMG (39).JPG,Greening,train,f85b42e35549605998e64211987734b3fd67cbd9408467dc052048151466d4ce,2025_12_21_IMG (40).JPG,Greening,train,e341b89940f130b1c6f82c74c4ff2391fe772a92a618d7a0f64e59055465dde4,False,train,Greening,True,1.0,,test,train
dataset/train/Greening/2025_12_21_IMG (47).JPG,dataset/train/Greening/2025_12_21_IMG (48).JPG,filename_neighbor,False,True,,3,69ef87cc86849c8c,29efc7cc86849c8c,2,0.0184085220098495,0.9334309895833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (47).JPG,Greening,train,afa092800eaee42ac2e243be6093780f4c97af4c34de0af535da6ac12cef4b34,2025_12_21_IMG (48).JPG,Greening,train,0f6e9eef1e2ebf584a613ff92d14e3bf8832d8a4d06c8b7c664ae6f0acd12c1a,False,train,Greening,True,1.0,,train,val
dataset/train/Greening/2025_12_21_IMG (52).JPG,dataset/val/Greening/2025_12_21_IMG (51).JPG,audit_near_candidate|filename_neighbor,True,True,6.0,6,2ac0853ffa60c39e,2ae0853ffa60638e,4,0.030784061178565,0.931640625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (52).JPG,Greening,train,b2c3675b5b1b10c03a83b435dd05c54691113aeedf04b8df050484d6685cca23,2025_12_21_IMG (51).JPG,Greening,val,adcadf0684e9afd230206467761133cb27bf8eace75af4c0f63b39ba48be947d,True,train-val,Greening,True,1.0,,test,train
dataset/train/Greening/2025_12_21_IMG (8).JPG,dataset/train/Greening/2025_12_21_IMG (9).JPG,filename_neighbor,False,True,,0,21ec96e49a96c99a,616c96a4da96cc9a,6,0.0215363949537277,0.9599609375,C,probable near duplicate,requires human verification,2025_12_21_IMG (8).JPG,Greening,train,38afc68b1a41131788aacb90d45193c7a6db24c14f35740f7f32f9d8e35a2022,2025_12_21_IMG (9).JPG,Greening,train,d30fbf7159a87d544bc5f42c877a6d86dc52fc720e099a2bc18d47e86c8eb2af,False,train,Greening,True,1.0,,train,test
dataset/train/Greening/2025_12_21_IMG (8).JPG,dataset/val/Greening/2025_12_21_IMG (7).JPG,filename_neighbor,False,True,,7,21ec96e49a96c99a,636c96a59a96c89a,6,0.0418386794626712,0.929931640625,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (8).JPG,Greening,train,38afc68b1a41131788aacb90d45193c7a6db24c14f35740f7f32f9d8e35a2022,2025_12_21_IMG (7).JPG,Greening,val,c42a967bb576c4b2698aac7c9014292fe05a74d24bb36d166b052ff0c9404a57,True,train-val,Greening,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (10).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (9).JPG,filename_neighbor,False,True,,5,32e6cb98cc99ccc4,32e6cb9ccc99ccc0,2,0.014198132790625,0.9688313802083334,C,probable near duplicate,requires human verification,2025_11_21_IMG (10).JPG,Healthy leaf,train,38efd3bea164db8d27a31f96f7c3097179da6543cece97a358d62d3783ac1a63,2025_11_21_IMG (9).JPG,Healthy leaf,train,ef080236f0fb4a0b03ec86127ce8cae4fb8df13eeaff6b3105d972ea9750d9e8,False,train,Healthy leaf,True,1.0,,val,train
dataset/train/Healthy leaf/2025_11_21_IMG (102).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (103).JPG,filename_neighbor,False,True,,6,30c7cb3ccc387c31,30c7cb3ccc307c33,2,0.025008937343955,0.91455078125,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (102).JPG,Healthy leaf,train,69ba24a83ec020f2ab01451e2d32f540f1a07e6dde068af5506a0e703cb048ce,2025_11_21_IMG (103).JPG,Healthy leaf,train,e27b1a11370bd57dd1e407c5209f7e95afedbcce95809bc7efd92de2493036f0,False,train,Healthy leaf,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (108).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (109).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,63cb9ca599943392,63e98ea599943193,6,0.0170330367982387,0.9430338541666666,C,probable near duplicate,requires human verification,2025_11_21_IMG (108).JPG,Healthy leaf,train,f22e36e176b27e754968abd5d0fc83772261e6121acf4ff9136b872991d5cd8f,2025_11_21_IMG (109).JPG,Healthy leaf,val,c0c57a22a00522dee52aca32407cf33440f91be5075c1bc2f9b466056aa729d4,True,train-val,Healthy leaf,True,1.0,,test,val
dataset/train/Healthy leaf/2025_11_21_IMG (116).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (115).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,24b19ac789cccdcc,24b19ac3c9cccdcc,2,0.018122574314475,0.9076334635416666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (116).JPG,Healthy leaf,train,4e5848af4aadde2a510632259a3f0e00c3435dc0a00a83cf4d48629c590f8b1f,2025_11_21_IMG (115).JPG,Healthy leaf,val,3b81f8a57b8d0e924a2c0f239836efab59ac72ee176b4bbd0167cb6390a973a3,True,train-val,Healthy leaf,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (122).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (121).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,36a7c1e0cf82ce89,3627c1f0cf81ce89,4,0.0139064416289329,0.9567057291666666,C,probable near duplicate,requires human verification,2025_11_21_IMG (122).JPG,Healthy leaf,train,43eb0586f9a685a7835c354946638a6df14be4edf86e1aab9aa39f97f42be416,2025_11_21_IMG (121).JPG,Healthy leaf,val,b3999009bc12d084ed418b51ae514e9343797b3d71c74ebac0d43f5e5d403992,True,train-val,Healthy leaf,True,1.0,,train,val
dataset/train/Healthy leaf/2025_11_21_IMG (148).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (149).JPG,filename_neighbor,False,True,,1,708c87999ed8d869,708c87999ed8da49,2,0.0122421355918049,0.9781087239583334,C,probable near duplicate,requires human verification,2025_11_21_IMG (148).JPG,Healthy leaf,train,b5ae1f4f7d1c4c034cdb8c882f2a5bad165823536fb1225f3ea01ccbfd7c70f0,2025_11_21_IMG (149).JPG,Healthy leaf,train,52b99ed637c3afeef3015adbe2aec31d3124ee4679ced6f61e7e5bf35bf49b5e,False,train,Healthy leaf,True,1.0,,train,val
dataset/train/Healthy leaf/2025_11_21_IMG (16).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (17).JPG,filename_neighbor,False,True,,1,7ac297358833e51c,6ac297358133e71c,4,0.022281901910901,0.9635416666666666,C,probable near duplicate,requires human verification,2025_11_21_IMG (16).JPG,Healthy leaf,train,465478e10698a99e07ec1c8206b10cf8bce32f386c925c86869a3756df188da9,2025_11_21_IMG (17).JPG,Healthy leaf,train,a8866a07ef45bfb72644a53fb50a13cec5efda7b49a87f0fa2f6650dc8321b5d,False,train,Healthy leaf,True,1.0,,train,val
dataset/train/Healthy leaf/2025_11_21_IMG (167).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (166).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,7fb0c04f2aa4b45a,7fb0c04f2ba4b053,4,0.0108356950804591,0.9827473958333334,C,probable near duplicate,requires human verification,2025_11_21_IMG (167).JPG,Healthy leaf,train,af47a45db33d1716e6878c5c67e09595559e08f0f6d82f6c0ef7e74916d7078f,2025_11_21_IMG (166).JPG,Healthy leaf,val,61b903e13bca3145d29c7599a668a06a17faefe234b424d495dfd498cbcca233,True,train-val,Healthy leaf,True,1.0,,train,val
dataset/train/Healthy leaf/2025_11_21_IMG (168).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (169).JPG,filename_neighbor,False,True,,6,64929699cbc98d6c,6592969bca498c6d,6,0.0246170368045568,0.9783528645833334,C,probable near duplicate,requires human verification,2025_11_21_IMG (168).JPG,Healthy leaf,train,1edeb31851688e7125d8faab71546e98aad7c4bbbf9de0fb7d95ded56ec0b151,2025_11_21_IMG (169).JPG,Healthy leaf,train,54759b494b3509f08f0a80b81a0d6f53a113c972e9abf8cb822c3f6617d34cea,False,train,Healthy leaf,True,1.0,,train,val
dataset/train/Healthy leaf/2025_11_21_IMG (173).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (174).JPG,filename_neighbor,False,True,,3,7ec0953ac0a5abd2,7ec0953ac0a5ab96,2,0.0092865983024239,0.9522298177083334,C,probable near duplicate,requires human verification,2025_11_21_IMG (173).JPG,Healthy leaf,train,6a069ca9d67e420a181ad1a09b74d2707da3060504883b9a2518bbf89358f98c,2025_11_21_IMG (174).JPG,Healthy leaf,train,ce2b82ae019d5c04d5d41c34aa1d6dba58331d2b672a9227a7908d61c3eff5e9,False,train,Healthy leaf,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (175).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (176).JPG,filename_neighbor,False,True,,9,7abd87d0c84f8944,6abd87d0c84f854c,4,0.0507614612579345,0.9742838541666666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (175).JPG,Healthy leaf,train,d9b0ce4511d947067743c6f10d5bf488fd59e171be294f0d3105dbf8dbd8c588,2025_11_21_IMG (176).JPG,Healthy leaf,train,0eefedf94b6f1b3cb45b122682f2635333c5bdb7715386721ba3974504778e56,False,train,Healthy leaf,True,1.0,,val,train
dataset/train/Healthy leaf/2025_11_21_IMG (177).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (178).JPG,filename_neighbor,False,True,,3,68b087739e43984f,68b887739e43984d,2,0.0187257453799247,0.971435546875,C,probable near duplicate,requires human verification,2025_11_21_IMG (177).JPG,Healthy leaf,train,86d016877536c3efae646e0f619af65ac150de5a888eef08567434d08a89b2e3,2025_11_21_IMG (178).JPG,Healthy leaf,train,847c80639b499340e8fcdf2d41295b172b99afe72b4fd3fc81481a24c7035924,False,train,Healthy leaf,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (181).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (180).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,389cc2718f63cc47,7898c7538e438c6d,12,0.031849980354309,0.9640299479166666,D,visually similar but uncertain,requires human verification,2025_11_21_IMG (181).JPG,Healthy leaf,train,6a7fb9a011211eac314fac307a42fdca1dd0686bd4a32b1d7fa416cfb0319637,2025_11_21_IMG (180).JPG,Healthy leaf,val,ff04ea03102c63549c44ba5e066c251ed59729938b77cff9110101921200475f,True,train-val,Healthy leaf,True,1.0,,train,test
dataset/train/Healthy leaf/2025_11_21_IMG (182).JPG,dataset/val/Healthy leaf/2025_11_21_IMG (183).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,6a95c06a3f50d8cb,6a95c06a2550daef,6,0.0184889454394578,0.96337890625,C,probable near duplicate,requires human verification,2025_11_21_IMG (182).JPG,Healthy leaf,train,94a59208508f2e77b2d112bd5232964cdd9eb055aad65fbbb527a5738c510006,2025_11_21_IMG (183).JPG,Healthy leaf,val,55a83ff8267e25ded7377f2bfaa1420078be7a449bc854c6f9588b52f12a8054,True,train-val,Healthy leaf,True,1.0,,train,val
